Species,Ref,Median.Latitude,Median.Longitude,Capture.Year,Julian.Median,Julian.Range,N.sample,Length.mm.TL,p.Water,p.Protein,p.Lipid,p.Ash,EnergyDensity.kJ/g,L_calc,EDtype
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,147,1,1,81.81461736,79.17,13.44,4.27,,4.07043,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,74.03817502,79.76,15.34,3.43,,4.07851,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,70.54591995,80.72,14.16,4.02,,4.10034,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,79.1910218,79.76,15.7,3.41,,4.13473,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,66.78108218,80.6,16.36,3.13,,4.14217,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,76.46664517,78.2,13.33,4.56,,4.16482,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,120,1,1,70.29378799,81,16.34,3.22,,4.17398,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,120,1,1,68.47591958,78.2,14.69,4.01,,4.19075,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,77.93509515,79.72,14.21,4.25,,4.19963,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,147,1,1,71.87728813,80.2,15.16,3.87,,4.21939,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,72.7854084,78.85,15.05,3.94,,4.22732,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,85.42604329,78.29,13.76,4.53,,4.22957,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,120,1,1,66.78108218,81.64,15.79,3.85,,4.32367,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,77.68728713,80.04,16.17,3.88,,4.4031,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,86.00464369,78.97,15.89,4.17,,4.46723,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,120,1,1,68.68857908,81.47,18.06,3.24,,4.488,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,71.58569349,78.6,15.89,4.24,,4.49474,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,81.47700162,78.24,13.37,5.42,,4.50992,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,84.06818619,77.8,15.88,4.43,,4.56763,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,75.51396037,77.36,15.07,4.85,,4.58851,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1997,130,1,1,74.40133559,77.89,19.76,2.73,,4.59017,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,77.01861674,77.93,17.25,4.03,,4.65429,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,84.10355354,78.74,15.79,4.83,,4.70881,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,73.85525105,79.08,18.33,3.76,,4.74042,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,91.3756055,77.62,15.25,5.3,,4.7974,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,141,1,1,89.94572532,77.2,14.24,5.79,,4.81019,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,84.49064648,78.2,16.35,5.29,,4.98927,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,120,1,1,64.21672976,81.36,16.03,5.46,,4.99912,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,161,1,1,77.60433214,76.85,17.48,4.88,,5.02928,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1997,149,1,1,70.54591995,78.57,18.95,5.83,,5.66429,1,LipPro
Oncorhynchus tshawytscha,"Trudel, M., Tucker, S., Morris, J.F.T., Higgs, D. a. & Welch, D.W. (2005) Indicators of Energetic Status in Juvenile Coho Salmon and Chinook Salmon. North American Journal of Fisheries Management, 25, 374_390.",55,-157,1997,323,1,1,300.89109,77.72477064,15.97913578,3.37982055,2.09298055,4.987423853,0,paper
Oncorhynchus tshawytscha,"Trudel, M., Tucker, S., Morris, J.F.T., Higgs, D. a. & Welch, D.W. (2005) Indicators of Energetic Status in Juvenile Coho Salmon and Chinook Salmon. North American Journal of Fisheries Management, 25, 374_390.",55,-157,1997,323,1,1,274.00735,75.63485477,16.02519967,4.403025394,2.254019585,5.589364315,0,paper
Oncorhynchus tshawytscha,"Trudel, M., Tucker, S., Morris, J.F.T., Higgs, D. a. & Welch, D.W. (2005) Indicators of Energetic Status in Juvenile Coho Salmon and Chinook Salmon. North American Journal of Fisheries Management, 25, 374_390.",55,-157,1997,323,1,1,290.55119,74.63973064,16.325927,5.143569832,2.691992593,5.957127273,0,paper
Oncorhynchus tshawytscha,"Trudel, M., Tucker, S., Morris, J.F.T., Higgs, D. a. & Welch, D.W. (2005) Indicators of Energetic Status in Juvenile Coho Salmon and Chinook Salmon. North American Journal of Fisheries Management, 25, 374_390.",55,-157,1997,323,1,1,295.72114,72.36754967,17.31311175,6.661078477,2.330244536,6.70915894,0,paper
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,65.5821875,82.69,10.7,1.96,,2.67488,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,67.93840982,83.85,10.38,2.21,,2.71617,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,60.00500083,83.91,10.12,2.52,,2.79172,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,64.09522194,82.02,11.26,2.21,,2.87281,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,67.99254403,82.82,11.67,2.07,,2.89077,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,83.64143677,83.29,9.76,3.04,,2.932,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,78.62879477,82.47,11.7,2.48,,3.05724,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,69.4227111,81.42,12.73,2.02,,3.0598,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,140,1,1,100.6706609,82.12,12.08,2.35,,3.07379,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,153,1,1,68.26193093,84.92,12.81,2.03,,3.07797,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,140,1,1,99.52260579,81.06,13.14,1.9,,3.08562,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,83.42641928,82.7,11.2,3.08,,3.20404,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,92.6165509,81.89,15.23,1.35,,3.24149,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,76.67988288,81.86,12.43,2.64,,3.25006,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,67.72100542,81.84,13.34,2.28,,3.27056,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,61.36303841,83.1,9.88,3.87,,3.27955,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,259,1,1,158.7599502,80.73,13.23,2.43,,3.30993,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,135,1,1,64.03429489,82.69,14.57,1.94,,3.35588,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,259,1,1,142.6448818,80.97,15.02,1.83,,3.39275,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,82.29742019,80.11,12.02,3.2,,3.39716,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,74,1,1,140.0541763,80.54,14.13,2.3,,3.41904,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,259,1,1,145.8887352,80.95,13.37,2.88,,3.5117,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,134,1,1,75.64528926,83.65,10.38,4.24,,3.51396,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,70.14163646,83.47,13.11,3.01,,3.51651,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,134,1,1,69.98882195,82.97,12.14,3.51,,3.54035,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,68.52920825,81.68,11.95,3.62,,3.54976,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,259,1,1,158.7897084,80.12,15.18,2.16,,3.55092,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,259,1,1,159.3234593,80.42,16.42,1.65,,3.57121,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,322,1,1,192.4275891,81.41,15.3,2.21,,3.59193,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,84.76995643,81.66,12.86,3.32,,3.59384,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,140,1,1,102.1058791,80.43,13.61,3.02,,3.60944,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,69.4745578,81.93,11.05,4.2,,3.6175,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,322,1,1,170.457111,81.84,16.59,1.71,,3.62505,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,154,1,1,71.29170376,81.06,12.76,3.45,,3.62713,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,134,1,1,61.62753753,84.96,14.61,2.62,,3.63024,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,162,1,1,75.77616372,82.65,10.69,4.44,,3.64774,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,73,1,1,174.6805877,80.54,14.27,2.83,,3.65225,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,322,1,1,182.7287462,78.1,15.08,2.55,,3.68639,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,135,1,1,82.51835393,82.79,16.11,2.09,,3.68895,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,135,1,1,63.72790601,82.45,15.54,2.55,,3.76827,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,62.9802956,84.12,10.11,5.03,,3.77637,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,140,1,1,99.94996246,81.77,14.51,3.07,,3.78929,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,85.63114862,82.85,14.53,3.07,,3.79285,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,155,1,1,80.25332303,80.54,11.92,4.27,,3.79987,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-123,1998,322,1,1,128.4940699,81.15,18.05,1.52,,3.81026,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,65.69826241,83.33,13.6,3.57,,3.82381,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,124,1,1,76.46664517,80.85,14.3,3.4,,3.8816,1,LipPro
Oncorhynchus tshawytscha,"MacFarlane, R.B. (2010) Energy dynamics and growth of Chinook salmon (Oncorhynchus tshawytscha) from the Central Valley of California during the estuarine phase and first ocean year. Canadian Journal of Fisheries and Aquatic Sciences, 67, 1549_1565.",38,-122,1998,134,1,1,60.8946,80.15,17.06,2.15,,3.88163,1,LipPro
