Species,Ref,Median.Latitude,Median.Longitude,Capture.Year,Julian.Median,Julian.Range,N.sample,Length.mm.TL,p.Water,p.Protein,p.Lipid,p.Ash,EnergyDensity.kJ/g,L_calc,EDtype
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,109.3,77.10080709,18.72574774,1.141003323,3.032441842,3.781597404,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,75,76.44109797,18.08698707,1.444057106,4.027857855,3.786998141,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,154,1,1,117.2,78.68030904,15.83128002,2.48433911,3.004071831,3.794313114,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,96.88,77.14901644,17.72783616,1.680679062,3.442468337,3.816061708,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,73.96,75.99022005,18.64156479,1.268948655,4.099266504,3.816895354,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,82.56,78.19579288,18.41990291,1.370954693,2.013349515,3.817527912,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,95.72,77.93274742,16.90256018,2.070118456,3.09457394,3.822212265,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,74.24,77.35099338,17.93421634,1.630463576,3.084326711,3.833062694,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,94.02,78.37547068,18.00672405,1.632060247,1.985745024,3.846596558,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,144,1,1,82.7,76.05064655,18.21659483,1.580549569,4.152209052,3.86370986,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,69.6,77.34715708,17.35083567,1.976273106,3.325734145,3.86512408,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,69.3,77.41935484,16.96731749,2.15237691,3.460950764,3.866066639,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,74.4,76.32506546,18.52967005,1.447181517,3.69808297,3.867023605,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,70.03,76.82763075,18.49302262,1.465730684,3.213615941,3.867790185,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,69.3,75.75581395,18.03837209,1.681976744,4.523837209,3.871847092,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,96.6,77.37755895,18.19512827,1.612334802,2.814977974,3.872380409,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,77.05,76.68144863,18.67701404,1.39985218,3.241685144,3.874650406,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,79.9,77.40069418,17.69301967,1.854222908,3.052063247,3.878067104,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,102,1,1,101.44,77.7423589,17.51640728,1.937933621,2.803300206,3.879528409,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,85.01,76.7791411,18.31349693,1.585889571,3.321472393,3.883057055,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,102,1,1,87.83,77.80605033,17.97201018,1.768730563,2.453208934,3.894128923,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,72.41,76.85742972,18.41465863,1.592369478,3.135542169,3.903610441,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,78.04,77.10007305,18.0558802,1.761504748,3.082542001,3.906218042,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,78,77.0266681,18.05350394,1.763738286,3.156089673,3.906672848,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,79.6,77.19378575,16.99554742,2.266209961,3.54445687,3.915827955,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,85.35,76.46879658,18.52501745,1.579510567,3.4266754,3.918200759,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,97.97,77.30395641,17.93319119,1.871120588,2.891731817,3.927458423,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,76.72,78.18356559,17.91061989,1.905333974,2.000480538,3.936886592,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,154,1,1,79,77.50668449,17.72593583,2.014371658,2.753008021,3.946864639,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,91.5,77.62535478,16.74550615,2.483443709,3.145695364,3.956693472,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,91.8,76.36225644,18.16518585,1.852240518,3.620317194,3.961333605,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,73.8,76.82619647,17.52356963,2.181360202,3.468873696,3.976469954,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,76.1,76.60833058,17.65866456,2.1233483,3.60965656,3.977718174,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,82.29,76.42647538,18.02477992,1.970003261,3.578741441,3.982622107,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,73,76.32669983,17.83706468,2.055140962,3.781094527,3.982667911,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,70.47,78.06902224,19.62629051,1.251098138,1.053589119,3.985161279,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,79.7,77.70758123,16.72683514,2.603188929,2.962394705,4.000429904,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,85.61,77.14305935,17.68235303,2.184278334,2.99030928,4.005880225,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,84.6,77.94837561,16.00556297,2.946150423,3.099910992,4.006827325,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,86.07,76.23128874,18.78433705,1.688286169,3.296088032,4.007108459,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,80.84,75.66942149,19.15239669,1.526942149,3.651239669,4.009214875,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,74.2,77.05854023,17.48081809,2.308815041,3.151826648,4.018949931,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,140,1,1,84.5,77.2651491,17.3891732,2.350846982,2.994830716,4.019155694,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,81.8,77.15853306,16.78862258,2.655212244,3.397632111,4.031873231,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,74.76,76.62226042,17.8796734,2.1645896,3.333476579,4.033265578,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,87.25,76.56875074,18.20785508,2.025921914,3.197472262,4.037185516,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,82.2,77.29468599,16.510806,2.822527333,3.371980676,4.04817671,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,73,1,1,84.23,76.61623109,19.06464924,1.687070151,2.632049519,4.056526134,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,84.22,76.48564199,17.90877695,2.21349621,3.392084847,4.057666308,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,74.3,76.73893406,17.80939476,2.271454381,3.180216802,4.062753839,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,85.9,77.05363204,17.08995248,2.602851324,3.253564155,4.064932112,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,101.56,76.84169279,18.51430251,1.960815047,2.683189655,4.06614616,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,82.99,76.93693694,18.34810811,2.046846847,2.668108108,4.070374054,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,79.7,77.15430862,16.82832331,2.744154977,3.273213093,4.073894455,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,83.9,76.67879732,17.18785469,2.591165092,3.542182896,4.077766016,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,70.14,76.28657921,18.49949546,2.00554995,3.208375378,4.081091322,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,78.1,76.63716814,18.15619469,2.180530973,3.026106195,4.088751327,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,82.1,77.36358725,16.4286872,2.970016207,3.237709346,4.091522691,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,78.117,75.94799567,18.34236186,2.105453232,3.604189238,4.092383531,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,82,76.49956534,17.04433498,2.725876558,3.730223124,4.105161114,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,79.42,76.24584718,18.17234219,2.224252492,3.35755814,4.108808139,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,88.5,76.17434508,18.08242999,2.265808491,3.477416441,4.109135275,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,140,1,1,93.6,77.96045786,16.07950052,3.207700312,2.752341311,4.122777315,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,73.71,75.7264553,18.84240184,1.963493624,3.467649243,4.125600522,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,74.05,75.70308898,18.90272015,1.93637621,3.457814661,4.125680037,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,73,1,1,76.31,75.38382805,20.72671443,1.125895599,2.763561924,4.131832139,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,73.5,76.98412698,16.83412698,2.954761905,3.226984127,4.157696031,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,74.9,77.30550285,16.23225806,3.231119545,3.231119545,4.159171916,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,85.4,76.35406626,18.14194275,2.389900325,3.114090665,4.168496637,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,74.7,75.73073516,18.05978742,2.448627104,3.76085031,4.176952613,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,77.95,75.47315566,19.18617227,1.977983778,3.362688297,4.192486289,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,82,1,1,88.24,77.30202909,18.74420149,2.188626537,1.765142879,4.196598094,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,94.9,76.89368771,16.38272425,3.279734219,3.443853821,4.205060465,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,74.47,75.8649789,18.38649789,2.4092827,3.339240506,4.219644726,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,71.6,76.61108607,17.29698062,2.93465525,3.157278053,4.232182064,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,77.67,74.46141794,19.81981982,1.840971406,3.877790834,4.251429691,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,85.8,77.07967,16.42202432,3.40482478,3.093480896,4.261216468,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,80.81,74.61103253,19.2970297,2.148161245,3.943776521,4.279098656,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,78.9,76.32342277,16.87092096,3.259608412,3.546047861,4.284050037,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,84.88,75.34766119,18.67793932,2.484197219,3.490202276,4.300962706,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",45,-63,1994,129,1,1,93.9,76.73896361,17.41844039,3.073906361,2.768689633,4.308527589,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,86.64,75.23388773,18.84615385,2.579781705,3.340176715,4.368469595,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,85.72,75.35834096,18.64775846,2.754803294,3.239097286,4.4019387,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,77.44,75.11444107,18.71163893,2.727179327,3.446740665,4.402453205,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,73,1,1,77.26,75.35953979,19.9966443,2.369127517,2.274688399,4.4904698,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,67,1,1,87.6,76.55259823,16.11871567,4.30122518,3.027460921,4.559512885,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,27,1,1,76.25,75.1146789,18.17087156,3.376146789,3.338302752,4.561240826,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",33,-79,1994,55,1,1,74.3,74.71127041,17.42532855,3.714456392,4.148944644,4.561489844,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,5,1,1,79.64,74.83258029,19.24805644,2.895780984,3.02358229,4.564195973,0,LipPro
Menidia menidia,"Schultz, E.T. & Conover, D.O. (1997) Latitudinal differences in somatic energy storage_: adaptive responses to seasonality in an estuarine fish ( Atherinidae_: Menidia menidia ). Oecologia, 516_529.",41,-71,1994,5,1,1,91.65,74.17525148,19.95855645,2.603289971,3.262902107,4.575716007,0,LipPro
