phylum	class	order	family	genus	species	specificEpithet	sex	sampleSizeValue	inTextReference	publicationYear	fullReference	body mass	body mass - units	body mass - minimum	body mass - maximum	body mass - method	body mass - comments	body mass - metadata comment	original body mass	original body mass - units	metabolic rate	metabolic rate - units	metabolic rate - minimum	metabolic rate - maximum	metabolic rate - method	metabolic rate - comments	metabolic rate - metadata comment	original metabolic rate	original metabolic rate - units	original respiratoryQuotient	original temperature	mass-specific metabolic rate	mass-specific metabolic rate - units	brain size	brain size - units	brain size - minimum	brain size - maximum	brain size - method	brain size - comments	brain size - metadata comment	original brain size	original brain size - units
Chordata	Mammalia	Xenarthra	Myrmecophagidae	Tamandua	Tamandua tetradactyla	tetradactyla		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	4.361	kg				family name from The mammal species of the world		4361	g														0.0275	kg				family name from The mammal species of the world		27.5	g
Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	pygmaeus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	54.22904	kg				family name from The mammal species of the world		54229.04	g														0.34199	kg				family name from The mammal species of the world		341.99	g
Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates muelleri	muelleri		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	5.95488	kg				family name from The mammal species of the world		5954.88	g														0.09531	kg				family name from The mammal species of the world		95.31	g
Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates syndactylus	syndactylus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	12.172	kg				family name from The mammal species of the world		12172	g														0.1348	kg				family name from The mammal species of the world		134.8	g
Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	gorilla		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	120.975	kg				family name from The mammal species of the world		120975	g														0.45455	kg				family name from The mammal species of the world		454.55	g
Chordata	Mammalia	Cetartiodactyla	Bovidae	Damaliscus	Damaliscus pygargus	pygargus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	62.5	kg				family name from The mammal species of the world		62500	g														0.2546	kg				family name from The mammal species of the world		254.6	g
Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	sapiens		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	65.14286	kg				family name from The mammal species of the world		65142.86	g														1.25043	kg				family name from The mammal species of the world		1250.43	g
Chordata	Mammalia	Macroscelidea	Macroscelididae	Rhynchocyon	Rhynchocyon petersi	petersi		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.37	kg				family name from The mammal species of the world		370	g														0.0054	kg				family name from The mammal species of the world		5.4	g
Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	Cercocebus agilis	agilis		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	4.7	kg				family name from The mammal species of the world		4700	g														0.0953	kg				family name from The mammal species of the world		95.3	g
Chordata	Mammalia	Primates	Cercopithecidae	Mandrillus	Mandrillus sphinx	sphinx		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	11.5	kg				family name from The mammal species of the world		11500	g														0.1592	kg				family name from The mammal species of the world		159.2	g
Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri boliviensis	boliviensis		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.75	kg				family name from The mammal species of the world		750	g														0.02406	kg				family name from The mammal species of the world		24.06	g
Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	Trachypithecus francoisi	francoisi		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	9.1	kg				family name from The mammal species of the world		9100	g														0.0944	kg				family name from The mammal species of the world		94.4	g
Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus guereza	guereza		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	10.28125	kg				family name from The mammal species of the world		10281.25	g														0.0839	kg				family name from The mammal species of the world		83.9	g
Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis	angolensis		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	9.67	kg				family name from The mammal species of the world		9670	g														0.0744	kg				family name from The mammal species of the world		74.4	g
Chordata	Mammalia	Cetartiodactyla	Bovidae	Tragelaphus	Tragelaphus eurycerus	eurycerus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	253	kg				family name from The mammal species of the world		253000	g														0.389	kg				family name from The mammal species of the world		389	g
Chordata	Mammalia	Primates	Tarsiidae	Tarsius	Tarsius bancanus	bancanus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.0776	kg				family name from The mammal species of the world		77.6	g														0.0027	kg				family name from The mammal species of the world		2.7	g
Chordata	Mammalia	Primates	Lorisidae	Nycticebus	Nycticebus pygmaeus	pygmaeus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.48	kg				family name from The mammal species of the world		480	g														0.0078	kg				family name from The mammal species of the world		7.8	g
Chordata	Mammalia	Xenarthra	Megalonychidae	Choloepus	Choloepus didactylus	didactylus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	5.07	kg				family name from The mammal species of the world		5070	g														0.0282	kg				family name from The mammal species of the world		28.2	g
Chordata	Mammalia	Diprotodontia	Macropodidae	Macropus	Macropus parma	parma		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	3.76	kg				family name from The mammal species of the world		3760	g														0.0174	kg				family name from The mammal species of the world		17.4	g
Chordata	Mammalia	Diprotodontia	Macropodidae	Wallabia	Wallabia bicolor	bicolor		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	16.4	kg				family name from The mammal species of the world		16400	g														0.0327	kg				family name from The mammal species of the world		32.7	g
Chordata	Mammalia	Primates	Lorisidae	Nycticebus	Nycticebus coucang	coucang		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.6555	kg				family name from The mammal species of the world		655.5	g														0.01274	kg				family name from The mammal species of the world		12.74	g
Chordata	Mammalia	Primates	Lorisidae	Perodicticus	Perodicticus potto	potto		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.92933	kg				family name from The mammal species of the world		929.33	g														0.01207	kg				family name from The mammal species of the world		12.07	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca maura	maura		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	6.846	kg				family name from The mammal species of the world		6846	g														0.09448	kg				family name from The mammal species of the world		94.48	g
Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	rosalia		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.51238	kg				family name from The mammal species of the world		512.38	g														0.01305	kg				family name from The mammal species of the world		13.05	g
Chordata	Mammalia	Primates	Atelidae	Alouatta	Alouatta caraya	caraya		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	5.0125	kg				family name from The mammal species of the world		5012.5	g														0.0507	kg				family name from The mammal species of the world		50.7	g
Chordata	Mammalia	Primates	Lemuridae	Lemur	Lemur catta	catta		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	2.09	kg				family name from The mammal species of the world		2090	g														0.02163	kg				family name from The mammal species of the world		21.63	g
Chordata	Mammalia	Primates	Cercopithecidae	Erythrocebus	Erythrocebus patas	patas		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	7.376	kg				family name from The mammal species of the world		7376	g														0.1002	kg				family name from The mammal species of the world		100.2	g
Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix pygmaea	pygmaea		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.13475	kg				family name from The mammal species of the world		134.75	g														0.00464	kg				family name from The mammal species of the world		4.64	g
Chordata	Mammalia	Primates	Lorisidae	Loris	Loris tardigradus	tardigradus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.322	kg				family name from The mammal species of the world		322	g														0.006	kg				family name from The mammal species of the world		6	g
Chordata	Mammalia	Primates	Cheirogaleidae	Cheirogaleus	Cheirogaleus medius	medius		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.17967	kg				family name from The mammal species of the world		179.67	g														0.00334	kg				family name from The mammal species of the world		3.34	g
Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus spartacus	spartacus		1	"Ashwell, 2008"	2008	"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199"	0.487	kg						487	g														0.0054908	kg			skull filling			5.3	ml
