SpecCode	Species	Weight
3267	Regalecus glesne	272000
516	Reinhardtius hippoglossoides	7000
1751	Remora remora	1070
8286	Repomucenus huguenini	40.20000076293945
55179	Repomucenus olidus	7.900000095367432
47077	Retroculus lapidifer	443.42999267578125
47079	Retroculus xinguensis	520
8490	Rexea solandri	16000
5368	Rhabdosargus sarba	12000
53249	Rhamdella longiuscula	67.4000015258789
67936	Rhamdia guatemalensis	302.5
23351	Rhamdia quelen	4020
48074	Rhamphichthys pantherinus	350
8697	Rhaphiodon vulpinus	2100
8729	Rhina ancylostomus	135000
2081	Rhincodon typus	34000000
23163	Rhinobatos annandalei	2400
5016	Rhinobatos rhinobatos	26550
22766	Rhinochimaera pacifica	3205
57802	Rhinodoras boehlkei	75.69999694824219
55915	Rhinogobio cylindricus	340.20001220703125
54978	Rhinogobio typus	1100
55917	Rhinogobio ventralis	253.89999389648438
55204	Rhinogobius duospilus	6.400000095367432
60229	Rhinogobius filamentosus	5.199999809265137
15825	Rhinogobius giurinus	14.899999618530273
60211	Rhinogobius leavelli	13.100000381469727
2584	Rhinoptera bonasus	953
7971	Rhinoptera javanica	4500
899	Rhizoprionodon acutus	5000
902	Rhizoprionodon oligolinx	2800
903	Rhizoprionodon porosus	7500
905	Rhizoprionodon terraenovae	7250
55889	Rhodeus fangi	7.400000095367432
6412	Rhonciscus bayanus	1580
1147	Rhonciscus crocro	1850
67046	Scoliodon macrorhynchos	220.8800048828125
1759	Scorpaena scrofa	2960
4140	Scorpaenichthys marmoratus	14000
5503	Rhynchobatus djiddensis	227000
57375	Rhynchobatus laevis	240000
46560	Rhynchocypris lagowskii	24.600000381469727
25959	Rhynchocypris percnura	100
23342	Roeboides dayi	24.5
25616	Roeboides myersii	116
53355	Roeboides prognathus	76
53435	Roestes molossus	209.61000061035156
3588	Roncador stearnsii	4800
65244	Rutilus caspicus	2000
8416	Rutilus frisii	8000
26088	Rutilus meidingeri	5000
8418	Rutilus pigus	2000
272	Rutilus rutilus	1840
1044	Ruvettus pretiosus	63500
55056	Rypticus randalli	143.88999938964844
47866	Sabanejewia caspia	3.200000047683716
28263	Saccodon dariensis	62.29999923706055
12238	Salangichthys microdon	1.5
62596	Salaria economidisi	4.800000190734863
51187	Salminus affinis	2300
56329	Salminus brasiliensis	31400
65603	Salmo ciscaucasicus	9000
60111	Salmo ezenami	17000
4792	Salmo ischchan	17000
6423	Salmo letnica	6490
65956	Salmo lourosensis	602
46498	Salmo marmoratus	50000
46506	Salmo ohridanus	685
61455	Salmo pallaryi	111
236	Salmo salar	46764
238	Salmo trutta	50000
59841	Salmostoma belachi	5.5
247	Salvelinus alpinus	15000
2690	Salvelinus confluentus	14510
47712	Salvelinus drjagini	8300
54196	Salvelinus elgyticus	114
246	Salvelinus fontinalis	8000
6411	Salvelinus leucomaenis	15000
2691	Salvelinus malma	18300
248	Salvelinus namaycush	32650
8290	Samaris cristatus	54.04999923706055
10053	Sandelia bainsii	130
3515	Sander canadensis	3960
360	Sander lucioperca	20000
3516	Sander vitreus	11340
54968	Sarcocheilichthys parvus	12.699999809265137
47349	Sarcocheilichthys sinensis	300
112	Sarda australis	9400
113	Sarda chiliensis	11300
4796	Sarda lineolata	11300
114	Sarda orientalis	10650
115	Sarda sarda	11000
1502	Sardinella albella	35.560001373291016
1043	Sardinella aurita	420
1511	Sardinella longiceps	200
1047	Sardinella maderensis	927
1477	Sardinops sagax	486
5406	Sargocentron cornutum	92.9000015258789
6507	Sargocentron spiniferum	2550
5364	Sargochromis carlottae	1000
5361	Sargochromis codringtonii	2210
5363	Sargochromis giardi	2900
1389	Sarotherodon galilaeus	1618
11168	Satanoperca jurupari	469.8999938964844
57778	Satanoperca pappaterra	383
2718	Saurida normani	500
47352	Saurogobio dabryi	106.30000305175781
55397	Saurogobio dumerili	93.80000305175781
55855	Saurogobio gymnocheilus	28.799999237060547
2595	Scaphirhynchus albus	130000
2596	Scaphirhynchus platorynchus	4880
49064	Scardinius acarnanicus	620
62450	Scardinius knezevici	364.20001220703125
7908	Scarus caudofasciatus	1600
1152	Scarus coelestinus	7000
7911	Scarus falcipinnis	3000
5545	Scarus forsteni	2500
4970	Scarus globiceps	500
1155	Scarus guacamaia	20000
5550	Scarus niger	2000
5551	Scarus oviceps	2105
14383	Scarus persicus	1500
5553	Scarus psittacus	1798
7912	Scarus russelii	1100
7913	Scarus scaber	900
6438	Scarus tricolor	2932
7914	Scarus viridifucatus	600
9379	Schilbe banguelensis	3000
12914	Schilbe intermedius	1380
2447	Schilbe mystus	250
65949	Schistura fasciata	3.390000104904175
54996	Schistura incerta	16.600000381469727
62375	Schistura khugae	8.84000015258789
24572	Schistura manipurensis	8.220000267028809
63204	Schistura minuta	0.8999999761581421
62457	Schistura nalbanti	3.369999885559082
62227	Schistura reticulata	9.663000106811523
24594	Schistura reticulofasciata	1.4700000286102295
67322	Schistura rubrimaculata	0.5289999842643738
52644	Schizodon altoparanae	708
53266	Schizodon borellii	2000
57584	Schizodon dissimilis	333
52647	Schizodon jacuiensis	507.6000061035156
53264	Schizodon nasutus	683
24454	Schizopyge niger	2700
54521	Schizopygopsis malacanthus	442.70001220703125
14463	Schizopygopsis pylzovi	465
54518	Schizopygopsis thermalis	364
24427	Schizothorax curvifrons	1250
54515	Schizothorax dolichonema	1750
54516	Schizothorax grahami	2515
14462	Schizothorax kozlovi	1919.4000244140625
54514	Schizothorax lantsangensis	990
54491	Schizothorax macropogon	1682.300048828125
55358	Schizothorax prenanti	440
48168	Schizothorax pseudoaksaiensis	12000
62443	Schizothorax skarduensis	387
54492	Schizothorax waltoni	2286.800048828125
14458	Schizothorax wangchiachii	3000
948	Sciades couma	30000
951	Sciades herzbergii	1500
952	Sciades parkeri	50000
953	Sciades passany	15000
60008	Sciades paucus	2800
955	Sciades proops	9000
1191	Sciaenops ocellatus	45000
48665	Scleronema angustirostre	2.200000047683716
57543	Scobinancistrus aureatus	290
53555	Scobinancistrus pariolispos	295.1400146484375
116	Scomber australasicus	1360
117	Scomber japonicus	2900
118	Scomber scombrus	3400
1950	Scomberoides commersonnianus	16000
1951	Scomberoides lysan	11000
1953	Scomberoides tol	510
119	Scomberomorus brasiliensis	6710
120	Scomberomorus cavalla	45000
121	Scomberomorus commerson	70000
122	Scomberomorus concolor	3600
124	Scomberomorus koreanus	15000
126	Scomberomorus maculatus	5890
128	Scomberomorus multiradiatus	500
129	Scomberomorus munroi	10206
131	Scomberomorus niphonius	8010
132	Scomberomorus plurilineatus	12500
133	Scomberomorus queenslandicus	12247
134	Scomberomorus regalis	7760
135	Scomberomorus semifasciatus	10000
136	Scomberomorus sierra	8160
137	Scomberomorus sinensis	131
141	Scomberomorus tritor	6000
10360	Scombrops boops	16100
12412	Scombrops oculatus	9880
10284	Scopelogadus mizolepis	15.199999809265137
1348	Scophthalmus maximus	25000
529	Scophthalmus rhombus	8000
12553	Scorpaena izensis	1500
10185	Scorpaena maderensis	107.72000122070312
12554	Scorpaena neglecta	900
1201	Scorpaena plumieri	1550
1758	Scorpaena porcus	870
3983	Sebastes mystinus	3790
3984	Sebastes nebulosus	1670
3985	Sebastes nigrocinctus	2220
57955	Serrasalmus altispinis	213
53373	Serrasalmus eigenmanni	394
6653	Scorpaenopsis cacopsis	3450
10623	Scortum hillii	1000
10624	Scortum parviceps	1000
845	Scyliorhinus canicula	1320
5090	Searsia koefoedi	33.400001525878906
3949	Sebastes aleutianus	900
504	Sebastes alutus	2100
3953	Sebastes babcocki	4440
3954	Sebastes borealis	16240
3955	Sebastes brevispinis	4710
3957	Sebastes caurinus	2740
3958	Sebastes chlorostictus	1010
3960	Sebastes ciliatus	1810
3961	Sebastes constellatus	1040
3964	Sebastes diploproa	810
3965	Sebastes elongatus	630
3968	Sebastes eos	2440
503	Sebastes flavidus	2510
3970	Sebastes gilli	4960
3971	Sebastes goodei	1540
4586	Sebastes inermis	800
3976	Sebastes levis	13000
3977	Sebastes macdonaldi	2720
3978	Sebastes maliger	3280
3979	Sebastes melanops	4800
3981	Sebastes melanostomus	3530
3982	Sebastes miniatus	6800
501	Sebastes norvegicus	15000
3986	Sebastes ovalis	950
4587	Sebastes pachycephalus	1560
3987	Sebastes paucispinis	9630
3988	Sebastes phillipsi	1220
3989	Sebastes pinniger	4530
3996	Sebastes ruberrimus	17820
3997	Sebastes rubrivinctus	1450
3999	Sebastes rufus	1980
6534	Sebastes schlegelii	3140
4002	Sebastes serranoides	1630
23861	Sebastes trivittatus	4700
4005	Sebastes umbrosus	570
1352	Sebastes viviparus	1000
23857	Sebastes vulpes	1180
4597	Sebastiscus marmoratus	2800
4009	Sebastolobus alascanus	9000
11704	Sebastolobus macrochir	1150
388	Selaroides leptolepis	625
1955	Selene brownii	119.30000305175781
379	Selene dorsalis	1500
378	Selene setapinnis	4600
1004	Selene vomer	2100
51253	Semaprochilodus brama	2590
25658	Semaprochilodus insignis	560.08001708984375
11898	Semaprochilodus taeniurus	605.5
12859	Semicossyphus darwini	4000
3671	Semicossyphus pulcher	16000
23626	Semicossyphus reticulatus	14660
14453	Semilabeo notabilis	2000
2953	Semotilus corporalis	1610
1005	Seriola dumerili	80600
1006	Seriola fasciata	4600
1960	Seriola hippos	53100
382	Seriola lalandi	96840
381	Seriola quinqueradiata	40000
1007	Seriola rivoliana	59870
1008	Seriola zonata	5200
12918	Seriolella brama	4000
12919	Seriolella caerulea	6000
1962	Seriolina nigrofasciata	5200
50106	Serranochromis altus	3850
5358	Serranochromis angusticeps	2500
5359	Serranochromis macrocephalus	1500
6328	Serranochromis meridianus	1200
2383	Serranochromis robustus	6123
5360	Serranochromis thumbergi	1200
58140	Serrasalmus maculatus	420
53362	Serrasalmus manueli	2500
55016	Serrasalmus marginatus	440
11970	Serrasalmus rhombeus	3000
5029	Setarches guentheri	670.9000244140625
612	Setipinna tenuifilis	44.25
4626	Siganus randalli	824
4561	Siganus vermiculatus	2393
8489	Sillaginodes punctatus	4800
60117	Sinocyclocheilus tingi	100
56084	Sinogastromyzon sichangensis	11
60436	Sinogastromyzon szechuanensis	20.100000381469727
8494	Sillago arabica	87
8495	Sillago argentifasciata	22.790000915527344
4709	Sillago ciliata	1400
69235	Sillago panhwari	54.5
6566	Silurus asotus	30000
8686	Silurus biwaensis	17200
289	Silurus glanis	130000
22951	Silurus lithophilus	1500
25308	Silurus meridionalis	10800
28053	Silurus soldatovi	40000
25310	Silurus triostegus	8500
46118	Sinibotia pulchra	6.199999809265137
46113	Sinibotia superciliaris	43.099998474121094
17289	Sinibrama macrops	128.39999389648437
54910	Sinibrama melrosei	155.39999389648437
28054	Siniperca chuatsi	8000
55170	Siniperca knerii	739.79998779296875
55171	Siniperca scherzeri	607.29998779296875
56282	Sinocrossocheilus bamaensis	94.69999694824219
61496	Sinocrossocheilus labiatus	14.699999809265137
56266	Sinocyclocheilus grahami	250
60119	Sinocyclocheilus jii	23.700000762939453
10809	Striuntius lateristriga	77.5
525	Solea solea	3000
58423	Sorubim elongatus	260
12144	Sorubim lima	1300
59981	Sorubim maniradii	131.97000122070312
48578	Sorubim trigonocephalus	509.3800048828125
1161	Sparisoma viride	1600
1164	Sparus aurata	17200
50619	Spatuloricaria evansii	126
50621	Spatuloricaria gymnogaster	235.3000030517578
67773	Spatuloricaria tuira	130
67309	Spectracanthicus zuanoni	220
1242	Sphoeroides testudineus	400
57943	Sphoeroides tyleri	3.9000000953674316
5030	Sphyraena afra	50000
3678	Sphyraena argentea	12020
1235	Sphyraena barracuda	50000
6405	Sphyraena ensis	9520
5734	Sphyraena forsteri	4085
1236	Sphyraena guachancho	1750
6649	Sphyraena helleri	1812
4827	Sphyraena jello	11500
1237	Sphyraena picudilla	1140
7939	Sphyraena qenie	7140
1765	Sphyraena sphyraena	3620
10202	Sphyraena viridensis	8200
912	Sphyrna lewini	152400
914	Sphyrna mokarran	449500
915	Sphyrna tiburo	10760
917	Sphyrna zygaena	400000
5105	Spicara altum	125
69459	Spicara flexuosum	120
1766	Spicara smaris	29.399999618530273
14441	Spinibarbus denticulatus	1000
67455	Spinibarbus hollandi	163.27000427246094
62460	Spinibarbus sinensis	2850
1356	Spondyliosoma cantharus	1220
54974	Squalidus argentatus	119
55938	Squalidus atromaculatus	19.3700008392334
47354	Squalidus chankaensis	49.599998474121094
55939	Squalidus nitens	16.799999237060547
54972	Squalidus wolterstorffi	31.700000762939453
48962	Squaliforma tenuicauda	960
10387	Squaliobarbus curriculus	1603
67448	Squalius berak	98.13999938964844
66142	Squalius cappadocicus	99.2300033569336
4482	Squalius cephalus	8000
67421	Squalius fellowesii	122.54000091552734
65213	Squalius kottelati	378.42999267578125
65750	Squalius platyceps	1213.5
67083	Squalius seyhanensis	785.5999755859375
65216	Squalius turcicus	631.04998779296875
51621	Squaloliparis dentatus	3236
139	Squalus acanthias	9100
708	Squalus blainville	7262
63677	Squatina albipunctata	17000
736	Squatina squatina	80000
48553	Steindachneridion scriptum	5500
23441	Steindachnerina bimaculata	150.13999938964844
51884	Steindachnerina biornata	98.69999694824219
53118	Steindachnerina brevipinna	85
52540	Steindachnerina insculpta	48
59494	Stellifer brasiliensis	159.97999572753906
14077	Stellifer chrysoleuca	464
14079	Stellifer ericymba	76
14089	Stellifer pizarroensis	60
1196	Stellifer rastrifer	70.19999694824219
14681	Stellifer stellifer	88.69999694824219
61339	Stellifer wintersteenorum	93.0999984741211
2692	Stenodus leucichthys	40000
452	Stenotomus chrysops	2060
531	Stephanolepis cirrhifer	77.69999694824219
4281	Stephanolepis hispida	364.20001220703125
23382	Stereolepis doederleini	84800
3310	Stereolepis gigas	255600
7389	Sternoptyx diaphana	6.900000095367432
48002	Sternopygus aequilabiatus	1500
61824	Sternopygus obtusirostris	250
565	Stolephorus chinensis	3.869999885559082
1549	Stolothrissa tanganicae	7
23039	Strongylura anastomella	1000
974	Strongylura marina	2340
4232	Syacium micrurum	500
4468	Symbolophorus evermanni	19.399999618530273
1737	Symbolophorus veranyi	21.299999237060547
1792	Symphodus ocellatus	81.69000244140625
4580	Symphodus rostratus	73.87999725341797
215	Symphorus nematophorus	13200
13637	Symphurus chabanaudi	166.1300048828125
24626	Symphurus elongatus	119.52999877929687
10734	Synodus sageneus	150
14155	Synodus scituliceps	808
220	Tetrapturus pfluegeri	58000
4605	Thymallus thymallus	6700
6317	Totoaba macdonaldi	100000
8079	Toxotes chatareus	750
54990	Traccatichthys pulcher	13.9399995803833
7532	Symphurus plagusia	51.29999923706055
7542	Symphysanodon berryi	202.1999969482422
66201	Symphysanodon xanthopterygion	7.300000190734863
5825	Synanceia verrucosa	2400
62651	Synbranchus lampreia	67.08000183105469
2453	Synodontis bastiani	197
5469	Synodontis batensoda	1500
2455	Synodontis koensis	100
9576	Synodontis leopardinus	320
8708	Synodontis nigromaculatus	315
2457	Synodontis punctifer	210
2458	Synodontis schall	500
2459	Synodontis waterloti	85
7743	Synodontis zambezensis	820
14147	Synodus evermanni	538.92999267578125
2719	Synodus foetens	900
2720	Synodus intermedius	1000
14156	Synodus sechurae	515.53997802734375
68207	Systomus orphoides	20.59000015258789
13197	Systomus sarana	1400
28024	Tachysurus brashnikowi	100
50980	Tachysurus dumerili	4803
28052	Tachysurus fulvidraco	300
50943	Tachysurus nitidus	226.1999969482422
8969	Taeniurops grabatus	84000
6482	Taeniurops meyeni	150000
59620	Takifugu alboplumbeus	48.380001068115234
13077	Takifugu niphobles	83.30000305175781
55081	Takifugu ocellatus	103.69999694824219
13074	Takifugu xanthopterus	208.69000244140625
60014	Tanakia koreensis	9.550000190734863
22890	Tanakia lanceolata	24.799999237060547
12101	Tandanus tandanus	6800
3561	Taractichthys steindachneri	11000
458	Tautoga onitis	11330
3672	Tautogolabrus adspersus	1000
69384	Teleocichla preta	178
1596	Tenualosa ilisha	680
1598	Tenualosa reevesii	5000
1599	Tenualosa thibaudeaui	1000
66146	Tetragonopterus anostomus	39.310001373291016
26475	Tetragonopterus chalceus	40.20000076293945
5466	Tetraodon lineatus	1000
3915	Tetrapturus angustirostris	52000
1823	Tetrapturus belone	70000
222	Tetrapturus georgii	21500
2553	Tetronarce nobiliana	90000
68786	Tetronarce occidentalis	60000
5647	Thalassoma purpureum	1210
28222	Thalassophryne nattereri	230.8000030517578
24252	Thamnaconus septentrionalis	630
580	Thryssa adelae	11.399999618530273
590	Thryssa kammalensis	36.5
594	Thryssa mystax	60.70000076293945
142	Thunnus alalunga	60320
143	Thunnus albacares	200000
144	Thunnus atlanticus	20630
145	Thunnus maccoyii	260000
146	Thunnus obesus	210000
14290	Thunnus orientalis	450000
147	Thunnus thynnus	684000
148	Thunnus tonggol	35900
2693	Thymallus arcticus	3830
8586	Thymallus baicalensis	1200
51486	Thyriscus anoplus	35
489	Thyrsites atun	6000
4719	Tilapia sparrmanii	445
269	Tinca tinca	7500
47674	Tocantinsia piresi	2000
67889	Tometes ancylorhynchus	1000
67888	Tometes kranponhah	1500
13216	Tor khudree	2790
9194	Tor putitora	54000
66322	Tor remadeviae	54000
4644	Tor tor	9000
5132	Torpedo marmorata	3000
10569	Torquigener brevipinnis	57.40999984741211
8307	Torquigener hypselogeneion	46
52149	Trachelyopterus ceratophysus	271
47698	Trachelyopterus coriaceus	40
13280	Trachelyopterus galeatus	675
47734	Trachelyopterus insignis	231.39999389648437
52150	Trachelyopterus teaguei	157
1967	Trachinotus africanus	14100
1978	Trachinotus baillonii	1500
1963	Trachinotus blochii	3400
1965	Trachinotus botla	2300
380	Trachinotus carolinus	3760
1010	Trachinotus falcatus	36000
1011	Trachinotus goodei	560
1964	Trachinotus mookalee	8100
1773	Trachinotus ovatus	2800
1973	Trachinotus rhodopus	1300
1977	Trachinotus teraia	7900
1363	Trachinus draco	1860
366	Trachurus japonicus	660
369	Trachurus lathami	500
1365	Trachurus trachurus	2000
371	Trachurus trecae	2000
47590	Trachydoras brevis	40
47586	Trachydoras nattereri	50
47587	Trachydoras paraguayensis	181
47641	Trachydoras steindachneri	90
47141	Trachystoma petardi	7500
7056	Trematomus lepidorhinus	276.29998779296875
7057	Trematomus loennbergii	357.3999938964844
7060	Trematomus pennellii	342
7061	Trematomus scotti	124.5999984741211
907	Triaenodon obesus	18250
5948	Triakis megalopterus	20000
2543	Triakis semifasciata	18420
1288	Trichiurus lepturus	5000
23682	Tridentiger barbatus	18.899999618530273
23683	Tridentiger brevispinis	13.949999809265137
11201	Trichogaster chuna	25.399999618530273
48666	Trichomycterus arleoi	4.900000095367432
48667	Trichomycterus banneaui	1.899999976158142
48676	Trichomycterus davisi	73.93000030517578
48720	Trichomycterus punctulatus	36.720001220703125
499	Trichopodus pectoralis	500
54015	Trigonognathus kabeyai	425.6000061035156
57934	Trinectes microphthalmus	4.5
7580	Trinectes paulistanus	177.9600067138672
60166	Triplophysa anterodorsalis	5.78000020980835
56059	Triplophysa bleekeri	20
54936	Triplophysa kashmirensis	25
24661	Triplophysa marmorata	38
66913	Triplophysa pseudostenura	28.5
56056	Triplophysa scleroptera	160
56071	Triplophysa siluroides	1500
23070	Triplophysa strauchii	120
51200	Triportheus albus	200
12976	Triportheus angulatus	211
61043	Triportheus auritus	277.239990234375
1306	Umbrina cirrosa	3100
3590	Umbrina roncador	2490
58086	Triportheus magdalenae	470
13248	Triportheus rotundatus	235
58087	Triportheus signatus	128.60000610351562
58085	Triportheus trifurcatus	231.9600067138672
8733	Trygonorrhina fasciata	6700
67324	Turcinoemacheilus bahaii	1.7899999618530273
9132	Tylochromis mylodon	963.9000244140625
976	Tylosurus acus	3710
977	Tylosurus crocodilus	6350
13570	Tylosurus fodiator	9860
13568	Tylosurus pacificus	1845.800048828125
48589	Tympanopleura atronasus	65.5
48586	Tympanopleura piperata	15.800000190734863
68199	Tympanopleura rondoni	104.66999816894531
1095	Upeneus parvus	180
46375	Upeneus pori	70
7621	Uranoscopus bicinctus	453
58223	Uranoscopus chinensis	425.5
56529	Uranoscopus marmoratus	382
1779	Uranoscopus scaber	940
1012	Uraspis secunda	2040
2580	Urobatis halleri	1360
11693	Urogymnus polylepis	600000
312	Urophycis chuss	3600
1884	Urophycis cirrata	2540
313	Urophycis tenuis	20970
10217	Uropterygius micropterus	41.5
5354	Variola louti	12000
6609	Verasper moseri	4000
6607	Verasper variegatus	4000
56759	Verilus atlanticus	181.39999389648437
6375	Vimba vimba	1392
7385	Vinciguerria nimbaria	2.0999999046325684
10314	Wallago leerii	86000
62302	Wallago micropogon	96000
54925	Xenocypris davidi	1127.9000244140625
11099	Xenocypris macrolepis	902
60129	Xenophysogobio boulengeri	50
60130	Xenophysogobio nudicorpa	17.700000762939453
226	Xiphias gladius	650000
4235	Xystreurys liolepis	3990
10817	Zabidius novemaculeatus	800
67554	Zacco acutipinnis	24
7762	Zacco platypus	387.79998779296875
55359	Zacco taliensis	200
5043	Zanobatus schoenleinii	1400
9965	Zaphotias pedaliotus	2.700000047683716
3819	Zaprora silenus	7000
14141	Zapteryx brevirostris	758
10992	Zebrias cancellatus	140
8999	Zebrias zebra	168.5
13014	Zenarchopterus kampeni	20
5050	Zenion hololepis	37
336	Zenopsis conchifer	3200
3255	Zenopsis nebulosa	3000
1370	Zeus faber	8000
6316	Zingel asper	100
480	Zoarces americanus	5436
64619	Zoarces fedorovi	92
23808	Zoarces gillii	395
479	Zoarces viviparus	510
