SpecCode	Species	Weight
95	Cybiosarda elegans	2000
10313	Cyclocheilichthys apogon	340.6000061035156
979	Cyclopsetta chittendeni	76
62	Cyclopterus lumpus	9500
7099	Cygnodraco mawsoni	404.20001220703125
5531	Cymatoceps nasutus	34400
10776	Cymbacephalus nematophthalmus	655
25715	Cynodon gibbus	487.6600036621094
11887	Cynodonichthys magdalenae	5
10522	Cynoglossus abbreviatus	251.8000030517578
5455	Cynoglossus bilineatus	61.900001525878906
17174	Cynoglossus gracilis	152
8956	Cynoglossus interruptus	42.599998474121094
8958	Cynoglossus joyneri	236.89999389648437
59531	Cynoglossus lighti	51.5
59539	Cynoglossus macrolepidotus	353.5
59556	Cynoglossus sibogae	54.40999984741211
55207	Cynoglossus sinicus	127.7699966430664
16281	Cynoglossus sinusarabici	26.5
13777	Cynoponticus coniceps	11000
1096	Cynoponticus savanna	130
51136	Cynopotamus amazonum	161.27999877929687
57801	Cynopotamus kincaidi	333
63561	Cynopotamus xinguano	35
1169	Cynoscion acoupa	17000
1170	Cynoscion arenarius	2780
1171	Cynoscion jamaicensis	2200
1173	Cynoscion leiarchus	2000
1174	Cynoscion microlepidotus	3000
405	Cynoscion nebulosus	7920
14026	Cynoscion othonopterus	2430
3581	Cynoscion parvipinnis	3150
406	Cynoscion regalis	8850
14030	Cynoscion reticulatus	30000
1176	Cynoscion similis	2000
11002	Cynoscion stolzmanni	9520
1178	Cynoscion virescens	4350
3582	Cynoscion xanthulus	24600
51264	Cyphocharax festivus	56
51382	Cyphocharax gouldingi	60.81999969482422
51252	Cyphocharax leucostictus	40.70000076293945
48997	Cyphocharax magdalenae	290
51247	Cyphocharax naegelii	90
11888	Cyphocharax saladensis	11.699999809265137
51324	Cyphocharax spilotus	17.200000762939453
51218	Cyphocharax stilbolepis	62
51337	Cyphocharax voga	551.29998779296875
5407	Cyphomyrus discorhynchus	1100
5088	Cyphomyrus psittacus	190
54827	Cyprinion kais	49.900001525878906
54828	Cyprinion macrostomus	91.19999694824219
54721	Cyprinion tenuiradius	110.0999984741211
14470	Cyprinus acutidorsalis	500
1450	Cyprinus carpio	40090
14468	Cyprinus multitaeniatus	1148.0999755859375
7112	Dacodraco hunteri	170.39999389648438
1021	Dactylopterus volitans	1810
2705	Dallia pectoralis	366
10824	Danio albolineatus	10.520000457763672
5112	Dascyllus trimaculatus	45.209999084472656
7381	Dasyatis brevis	46260
2060	Dasyatis pastinaca	10200
4085	Dasycottus setiger	1550
49299	Dasyloricaria filamentosa	170
14506	Datnioides microlepis	10000
12049	Daysciaena albida	1647
670	Deania calceus	8700
994	Decapterus punctatus	300
374	Decapterus russelli	110
995	Decapterus tabl	560
13696	Deckertichthys aureolus	53
53566	Dekeyseria amazonica	89.5999984741211
6179	Deltistes luxatus	4500
4539	Dentex canariensis	8060
439	Dentex dentex	14250
4536	Dentex gibbosus	16420
9185	Dermatolepis dermatolepis	12470
3322	Dermatolepis inermis	10000
6458	Dermatolepis striolata	10500
51005	Deuterodon luetkenii	12.399999618530273
58023	Devario acrostomus	18.299999237060547
24387	Devario naganensis	7.579999923706055
24395	Devario regina	11.199999809265137
24701	Devario shanensis	3.9000000953674316
24805	Deveximentum hanedai	12.770000457763672
24806	Deveximentum megalolepis	8.390000343322754
56923	Diagramma labiosum	6300
4465	Diagramma pictum	6300
12203	Dianema longibarbis	25.799999237060547
1711	Diaphus holti	5.800000190734863
3563	Diapterus auratus	1005.4000244140625
10430	Diapterus peruvianus	471.9800109863281
1048	Diapterus rhombeus	76.30000305175781
7069	Dolloidraco longedorsalis	13.899999618530273
64271	Doras higuchii	349
3658	Doratonotus megalepis	10.800000190734863
63	Dicentrarchus labrax	12000
5997	Dichistius capensis	6500
5511	Dichistius multifasciatus	1700
2136	Dimidiochromis kiwinge	515
5522	Dinoperca petersi	5000
1022	Diodon hystrix	2800
14244	Diplectrum macropoma	178
7330	Diplectrum radiale	101.4000015258789
1752	Diplodus annularis	330
3574	Diplodus argenteus	2500
2497	Diplodus cervinus	2740
1749	Diplodus puntazzo	1680
1753	Diplodus sargus	1870
1754	Diplodus vulgaris	1300
57569	Diplotaxodon limnothrissa	60
2058	Dipturus batis	113000
54601	Dipturus flavirostris	8455
68885	Dipturus intermedius	113000
2561	Dipturus laevis	18000
58355	Discogobio brachyphysallidos	21.299999237060547
52289	Discogobio tetrabarbatus	30.200000762939453
55424	Discogobio yunnanensis	36.099998474121094
467	Dissostichus eleginoides	9600
7039	Dissostichus mawsoni	80000
5255	Distichodus brevipinnis	6000
5254	Distichodus engycephalus	1500
11190	Distichodus fasciolatus	3000
11197	Distichodus mossambicus	7555
11179	Distichodus nefasch	6200
2406	Distichodus rostratus	6250
11203	Distichodus schenga	6350
13038	Ditrema temminckii	144.1999969482422
3826	Dormitator latifrons	1200
1604	Dorosoma cepedianum	1980
455	Drepane africana	750
7692	Drepane longimana	2866
59328	Ebosia falcata	15
2467	Echeneis naucrates	2300
47950	Eigenmannia humboldtii	138.39999389648437
12221	Eigenmannia virescens	113.5999984741211
412	Elagatis bipinnulata	46210
63783	Electrolux addisoni	1800
6984	Electrona antarctica	15
6985	Electrona carlsbergi	12.100000381469727
1714	Electrona risso	16.100000381469727
4535	Electrophorus electricus	20000
315	Eleginus gracilis	1300
340	Eleutheronema tetradactylum	145000
12068	Elopichthys bambusa	40000
6415	Elops hawaiensis	10060
5512	Elops machnata	10800
175	Elops saurus	10060
5023	Elops senegalensis	5900
3628	Embiotoca jacksoni	700
1098	Enchelycore nigricans	1320
1659	Engraulis anchoita	25
1663	Engraulis japonicus	45
1664	Engraulis mordax	68
5344	Engyprosopon macrolepis	47
4087	Enophrys diceraus	760
2413	Enteromius callipterus	5
2419	Enteromius macrops	8
11408	Enteromius mattozi	1355
4896	Entosphenus macrostoma	19.799999237060547
2529	Entosphenus tridentatus	500
4237	Eopsetta jordani	3700
47660	Epapterus dispilurus	43
4960	Ephippion guttifer	4300
54901	Epigonus occidentalis	149
10770	Epigonus pandionis	172.3000030517578
14	Epinephelus adscensionis	4500
426	Epinephelus aeneus	25000
5158	Epinephelus akaara	2470
6005	Epinephelus albomarginatus	13000
348	Epinephelus analogus	22310
5523	Epinephelus andersoni	8650
5367	Epinephelus areolatus	1400
7335	Epinephelus bruneus	33000
9217	Epinephelus caninus	35000
7336	Epinephelus chabaudi	55000
5524	Epinephelus chlorostigma	7000
6465	Epinephelus coioides	15000
5349	Epinephelus cyanopodus	17300
7338	Epinephelus daemelii	68000
1204	Epinephelus drummondhayi	30000
7341	Epinephelus epistictus	7000
5348	Epinephelus fasciatus	2000
7345	Epinephelus flavocaeruleus	15000
4460	Epinephelus fuscoguttatus	11000
15	Epinephelus guttatus	25000
7393	Epinephelus irroratus	770
16	Epinephelus itajara	455000
6468	Epinephelus lanceolatus	400000
7350	Epinephelus latifasciatus	58550
7352	Epinephelus longispinis	2700
6661	Epinephelus macrospilos	2000
6469	Epinephelus magniscuttis	50000
6439	Epinephelus malabaricus	150000
6470	Epinephelus marginatus	60000
6471	Epinephelus melanostigma	3794
4923	Epinephelus merra	1001
17	Epinephelus morio	23000
5353	Epinephelus morrhua	6700
7354	Epinephelus multinotatus	9000
7357	Epinephelus poecilonotus	4000
7359	Epinephelus posteli	10000
7361	Epinephelus retouti	2000
6001	Epinephelus rivulatus	1400
5837	Epinephelus spilotoceps	1543
18	Epinephelus striatus	25000
7367	Epinephelus timorensis	4539
5525	Epinephelus tukula	110000
7371	Epinephelus undulatostriatus	5500
6476	Epinephelus undulosus	6400
4031	Erilepis zonifer	91000
9238	Erisphex pottii	23.399999618530273
49470	Esmaeilius vladykovi	3.700000047683716
12070	Esomus lineatus	3.1570000648498535
2709	Esox americanus	1020
258	Esox lucius	28350
2711	Esox masquinongy	31750
2712	Esox niger	4250
4638	Esox reichertii	20000
1391	Etelis oculatus	6280
1594	Ethmalosa fimbriata	1000
679	Etmopterus granulosus	3620
681	Etmopterus lucifer	775
687	Etmopterus spinax	850
4221	Etropus crossotus	64.4000015258789
1049	Eucinostomus argenteus	119.66000366210937
13729	Eucinostomus entomelas	172
3567	Eucinostomus jonesii	16.899999618530273
1052	Eucinostomus melanopterus	26.5
55796	Eugerres mexicanus	347
1053	Eugerres plumieri	1020
17375	Eumegistus brevorti	3060
4184	Eumicrotremus orbis	100
96	Euthynnus affinis	14000
97	Euthynnus alletteratus	16500
98	Euthynnus lineatus	9120
68	Eutrigla gurnardus	956
13347	Eutropiichthys vacha	1350
7498	Evoxymetopon taeniatus	1700
66938	Evynnis ehrenbergii	1196
50551	Farlowella martini	12.300000190734863
1909	Ferdauia orthogrammus	6610
3276	Fistularia petimba	4650
3275	Fistularia tabacaria	279.010009765625
49556	Floridichthys polyommus	213.10000610351562
54953	Folifer brevifilis	626.20001220703125
4954	Fontitrygon margarita	20000
26645	Fontitrygon margaritella	1000
49559	Fundulus bermudae	17
5924	Furgaleus macki	12900
318	Gadus chalcogrammus	3850
308	Gadus macrocephalus	22700
69	Gadus morhua	96000
69413	Galaxias aequipinnis	12.899999618530273
69414	Galaxias arcanus	6
69415	Galaxias brevissimus	7
68231	Galaxias fuscus	30
69416	Galaxias gunaikurnai	11
6202	Galaxias johnstoni	20
69417	Galaxias lanceolatus	6
13249	Garra gotyla	151.8000030517578
68940	Garra mondica	3
69418	Galaxias longifundus	11
69419	Galaxias mcdowalli	6
69420	Galaxias mungadhan	11
22575	Galaxias olidus	25
69421	Galaxias oliros	33
69410	Galaxias ornatus	12
69422	Galaxias supremus	8
69423	Galaxias tantangara	13
69424	Galaxias terenasus	3
886	Galeocerdo cuvier	807400
51138	Galeocharax gulo	119.80999755859375
56692	Galeocharax humeralis	346.8999938964844
56693	Galeocharax knerii	403
4642	Galeorhinus galeus	44670
807	Galeus melastomus	1370
68266	Garra amirhosseini	4.300000190734863
24478	Garra naganensis	22.31999969482422
7100	Gerlachea australis	57.099998474121094
55370	Gnathopogon herzensteini	21.399999618530273
55369	Gnathopogon imberbis	70.0999984741211
14456	Garra orientalis	111
54836	Garra persica	11.100000381469727
24481	Garra rossica	8.600000381469727
54829	Garra variabilis	40.70000076293945
5285	Garra waterloti	5
67259	Genyatremus cavifrons	10
7535	Genyatremus luteus	800
482	Genypterus blacodes	25000
485	Genypterus capensis	15000
57713	Geophagus altifrons	277
46930	Geophagus argyrostictus	280
57714	Geophagus megasema	272.17999267578125
65428	Geophagus neambi	373.6000061035156
25780	Geophagus proximus	562
12372	Geophagus steindachneri	128
62063	Geophagus winemilleri	274
1054	Gerres cinereus	530
55175	Gerres decacanthus	9.989999771118164
10743	Giganthias immaculatus	1000
54580	Gilbertolus alatus	44.20000076293945
2532	Ginglymostoma cirratum	109580
8173	Girella tricuspidata	4000
61527	Giuris margaritaceus	171
47685	Glanidium ribeiroi	278.70001220703125
10793	Glaucosoma buergeri	2500
14956	Glaucosoma hebraicum	26000
14958	Glaucosoma scapulare	7300
2074	Glaucostegus cemiculus	49900
26	Glyptocephalus cynoglossus	2500
8843	Glyptocephalus stelleri	1500
4238	Glyptocephalus zachirus	2000
24838	Glyptosternon maculatum	374
62442	Glyptothorax botius	5.320000171661377
55085	Glyptothorax fokiensis	36
66561	Glyptothorax granosus	16.799999237060547
23322	Glyptothorax platypogonides	11.850000381469727
62706	Glyptothorax siamensis	24.700000762939453
51043	Glyptothorax silviae	18.399999618530273
24874	Glyptothorax sinensis	28.799999237060547
24875	Glyptothorax stocki	21
62303	Glyptothorax sufii	0.8899999856948853
4464	Gnathanodon speciosus	15000
1832	Gnathodentex aureolineatus	2098
46937	Gnathopogon strigatus	11.600000381469727
4478	Gobio gobio	220
65233	Gobio insuyanus	28.600000381469727
55898	Gobiobotia filifer	121.4000015258789
3856	Gobioides broussonnetii	311
3831	Gobiomorus dormitor	7508
3862	Gobionellus oceanicus	73.30000305175781
52387	Gobionellus stomatus	10.699999809265137
16289	Gobius geniporus	44.22999954223633
7546	Gymnothorax funebris	29000
6380	Gymnothorax javanicus	30000
13718	Haemulon sexfasciatum	2260
57796	Haemulon squamipinna	110.9000015258789
1142	Haemulon steindachneri	300
13734	Haemulopsis axillaris	779.5999755859375
13390	Gogangra viridescens	13.420000076293945
1622	Gonialosa manmina	37.70800018310547
1799	Gonostoma denudatum	16.600000381469727
103	Grammatorcynus bicarinatus	13500
104	Grammatorcynus bilineatus	3500
4519	Gymnarchus niloticus	18500
15637	Gymnelus retrodorsalis	4.599999904632568
23954	Gymnocanthus herzensteini	1000
11716	Gymnocanthus pistilliger	240
4474	Gymnocephalus cernua	400
6499	Gymnocephalus schraetser	250
12356	Gymnocorymbus thayeri	17
1834	Gymnocranius grandoculis	5500
55387	Gymnocypris chilianensis	132.1999969482422
55382	Gymnocypris eckloni	1036.800048828125
55384	Gymnocypris potanini	49.70000076293945
22936	Gymnodiptychus dybowskii	3000
7101	Gymnodraco acuticeps	86.19999694824219
106	Gymnosarda unicolor	131000
6990	Gymnoscopelus nicholsi	47.099998474121094
13168	Gymnostomus ariza	1360
52889	Gymnothorax albimarginatus	613.9000244140625
13784	Gymnothorax equatorialis	772
6495	Gymnothorax fimbriatus	1463.5999755859375
11927	Gymnothorax kolpos	1090
7547	Gymnothorax moringa	2510
2615	Gymnothorax nigromarginatus	1400
27084	Gymnothorax niphostigmus	796.79998779296875
64161	Gymnothorax shaoi	467.79998779296875
64822	Gymnothorax taiwanensis	262
8252	Gymnothorax thyrsoideus	568.29998779296875
7548	Gymnothorax vicinus	750
58744	Gymnotus arapaima	450
10915	Gymnotus carapo	1243
62079	Gymnotus coropinae	83.5
58745	Gymnotus jonasi	4
58734	Gymnotus mamiraua	40
62267	Gymnotus varzea	65
2577	Gymnura altavela	60000
15404	Gymnura australis	7400
5508	Gymnura natalensis	82600
48037	Hadropogonichthys lindbergi	100
1126	Haemulon album	7140
1128	Haemulon aurolineatum	85.5999984741211
1136	Haemulon macrostomum	850
8317	Haemulon maculicauda	557
1138	Haemulon melanurum	550
1140	Haemulon plumierii	4380
1141	Haemulon sciurus	750
1146	Haemulopsis corvinaeformis	210
13720	Haemulopsis leuciscus	590
3660	Halichoeres bivittatus	146
3661	Halichoeres caudalis	146
5628	Halichoeres hartzfeldii	82.63999938964844
46373	Halichoeres stigmaticus	130
10748	Halophryne diemensis	400
55865	Homatula potanini	21.899999618530273
55413	Homatula variegata	26.700000762939453
48768	Homodiaetus anisitsi	0.699999988079071
1478	Harengula clupeola	109
5053	Harriotta raleighana	1625
58312	Harttia punctata	66.18000030517578
47475	Hassar affinis	195.60000610351562
66281	Hassar gabiru	292
47479	Hassar orestis	240
76	Helicolenus dactylopterus	1550
14309	Helicolenus percoides	1400
11805	Hemanthias signifer	680
60002	Hemiarius dioctes	19000
14479	Hemibagrus guttatus	4892
52976	Hemibagrus macropterus	388.29998779296875
58670	Hemibagrus maydelli	58500
13307	Hemibagrus microphthalmus	80000
26973	Hemibagrus wyckioides	86000
17301	Hemibarbus labeo	3000
4752	Hemibarbus maculatus	1700
27928	Hemibrycon surinamensis	19.399999618530273
1944	Hemicaranx zelotes	364
2389	Hemichromis bimaculatus	10
2390	Hemichromis fasciatus	300
4755	Hemiculter leucisculus	28.100000381469727
46726	Hemiculter lucidus	70
56026	Hemiculter tchangi	238.8000030517578
54924	Hemiculterella sauvagei	43.5
56027	Hemiculterella wui	60.2400016784668
47464	Hemidoras boulengeri	129.10000610351562
47468	Hemidoras morei	72.19999694824219
47455	Hemidoras stenopeltis	86.5199966430664
47472	Hemidoras stuebelii	70.5
51087	Hemigrammus analis	1.100000023841858
27961	Hemigrammus bellottii	0.44859999418258667
63494	Hemigrammus geisleri	0.46000000834465027
5636	Hemigymnus melapterus	1321
23903	Hemilepidotus gilberti	800
4093	Hemilepidotus hemilepidotus	1110
4096	Hemilepidotus zapus	330
58279	Hemilutjanus macrophthalmos	1741
51226	Hemiodus atranalis	166
55704	Hemiodus orthonops	329
51390	Hemiodus ternetzi	244.94000244140625
55448	Hemiodus tocantinensis	28
25721	Hemiodus unimaculatus	529.5
55450	Hemiodus vorderwinkleri	48.869998931884766
14303	Hemiramphus archipelagicus	176
1059	Hemiramphus brasiliensis	200
3157	Hemiramphus saltator	223.25
13261	Hemisorubim platyrhynchos	2670
4097	Hemitripterus americanus	3200
940	Hemitrygon akajei	10650
12583	Hemitrygon fluviorum	6120
15389	Hemitrygon laosensis	6000
27152	Henicorhynchus caudimaculatus	198
6432	Hephaestus fuliginosus	6170
56390	Hephthocara simum	40.70000076293945
1493	Herklotsichthys punctatus	15
52199	Heros efasciatus	268.20001220703125
52200	Heros spurius	192.3000030517578
2318	Heterobranchus bidorsalis	30000
2321	Heterobranchus isopterus	1200
2319	Heterobranchus longifilis	55000
4885	Heteropneustes fossilis	400
1150	Heteropriacanthus cruentatus	2725
2388	Heterotis niloticus	10150
4032	Hexagrammos decagrammus	2100
4033	Hexagrammos lagocephalus	830
6598	Hexagrammos otakii	2410
4035	Hexagrammos stelleri	1600
637	Hexanchus griseus	590000
64147	Himantura leoparda	55000
5507	Himantura uarnak	150000
2666	Hiodon alosoides	1720
2667	Hiodon tergisus	907
519	Hippoglossoides elassodon	1560
4239	Hippoglossoides platessoides	6400
1371	Hippoglossus hippoglossus	320000
514	Hippoglossus stenolepis	363000
5202	Hippopotamyrus pictus	100
7906	Hipposcarus harid	2300
7070	Histiodraco velifer	128.1999969482422
3609	Holacanthus ciliaris	1600
63796	Holohalaelurus favus	301.29998779296875
26829	Homalopteroides smithi	3.940000057220459
47066	Hoplarchus psittacus	730
5305	Hoplerythrinus unitaeniatus	520
25297	Hymenocephalus billsam	270.8999938964844
16277	Hymenogadus gracilis	235.60000610351562
53570	Hypancistrus zebra	3.990000009536743
1247	Hypanus americanus	135630
27850	Hoplias aimara	40000
67591	Hoplias intermedius	3776
50704	Hoplias lacerdae	4309
11900	Hoplias macrophthalmus	13150
4757	Hoplias malabaricus	3800
1393	Hoplopagrus guentherii	9580
12205	Hoplosternum magdalenae	43.29999923706055
334	Hoplostethus atlanticus	7000
4664	Hucho hucho	52000
8681	Hucho taimen	105000
4633	Huso dauricus	1000000
2067	Huso huso	3200000
5227	Hydrocynus brevis	8250
4496	Hydrocynus forskahlii	15507
8682	Hydrocynus goliath	50000
4479	Hydrocynus vittatus	27980
60055	Hydrolagus trolli	8800
57050	Hydrolycus armatus	8500
6419	Hydrolycus scomberoides	17800
57815	Hydrolycus tatauaia	2666
57816	Hydrolycus wallacei	683.4000244140625
16665	Hygophum macrochir	2.799999952316284
16291	Hygophum taaningi	3.5
2574	Hypanus sabinus	4870
2990	Hypentelium nigricans	480
496	Hyperoglyphe antarctica	63000
13043	Hyperoglyphe japonica	10200
3921	Hyperoglyphe perciformis	12300
5075	Hyperopisus bebe	1000
10656	Hyphessobrycon pulchripinnis	1.3619999885559082
57094	Hypoclinemus mentalis	288.6499938964844
60314	Hypomasticus julii	181
52578	Hypomasticus pachycheilus	255.52999877929687
23752	Hypomesus japonicus	158
254	Hypomesus olidus	50
274	Hypophthalmichthys molitrix	50000
53516	Hypostomus luteus	762
275	Hypophthalmichthys nobilis	40000
4533	Hypophthalmus edentatus	1300
25735	Hypophthalmus fimbriatus	597.70001220703125
25736	Hypophthalmus marginatus	506
50484	Hypoptopoma gulare	23
65575	Hypoptopoma incognitum	26.65999984741211
50506	Hypoptopoma thoracatum	15.5
14582	Hyporhamphus melanochir	600
61365	Hyporhamphus naos	74.5
25044	Hyporhamphus xanthopterus	74
9219	Hyporthodus cifuentesi	22310
7342	Hyporthodus ergastularius	66000
1205	Hyporthodus flavolimbatus	18640
9262	Hyporthodus haifensis	25000
1206	Hyporthodus mystacinus	107000
1207	Hyporthodus nigritus	198100
1208	Hyporthodus niveatus	30000
7355	Hyporthodus octofasciatus	80000
6371	Hyporthodus quernus	22650
6574	Hyporthodus septemfasciatus	62800
48874	Hypostomus albopunctatus	991
23467	Hypostomus commersoni	1832
48905	Hypostomus derbyi	911.29998779296875
62724	Hypostomus ericae	802.70001220703125
48911	Hypostomus gymnorhynchus	253
62622	Hypostomus hemicochliodon	510
53517	Hypostomus isbrueckeri	285.1000061035156
48928	Hypostomus regani	955
53519	Hypostomus roseopunctatus	796
48966	Hypostomus ternetzi	497
53518	Hypostomus uruguayensis	350
4164	Hypsagonus quadricornis	24
59834	Hypselobarbus dobsoni	1000
23214	Hypselobarbus kolus	446.6000061035156
13219	Hypselobarbus mussullah	90000
59868	Hypselobarbus pulchellus	8000
54660	Hypsibarbus pierrei	733.20001220703125
50485	Hypsibarbus vernayi	250
27121	Hypsibarbus wetmorei	1355.800048828125
23906	Icelus canaliculatus	80
23910	Icelus perminovi	50
4108	Icelus spatula	160
1804	Ichthyococcus ovatus	8.399999618530273
3019	Ictalurus furcatus	68000
290	Ictalurus punctatus	26300
2992	Ictiobus bubalus	37290
2993	Ictiobus cyprinellus	31890
12301	Ictiobus meridionalis	8405
2994	Ictiobus niger	28740
1625	Ilisha africana	144
1626	Ilisha amazonica	98.38999938964844
1627	Ilisha elongata	140
6386	Inimicus japonicus	480
69029	Iranocichla persa	6.789999961853027
397	Isacia conceptionis	183
22863	Iskandaria kuschakewitschi	14.199999809265137
1179	Isopisthus parvipinnis	740
217	Istiompax indica	750000
78	Istiophorus albicans	58100
77	Istiophorus platypterus	100240
752	Isurus oxyrinchus	505760
8231	Jaydia lineata	15.199999809265137
59514	Jaydia smithi	40
59187	Jaydia striata	5.139999866485596
15257	Johnius trewavasae	135.27000427246094
338	Joturus pichardi	3250
51054	Jupiaba essequibensis	1.899999976158142
51057	Jupiaba polylepis	6
549	Jurengraulis juruensis	89
219	Kajikia albida	82500
223	Kajikia audax	440000
107	Katsuwonus pelamis	34500
7715	Kuhlia rupestris	2700
5804	Kyphosus bigibbus	1850
5805	Kyphosus cinerascens	3606
1064	Kyphosus incisor	3850
3598	Kyphosus ocyurus	2000
2498	Kyphosus sectatrix	6010
12723	Kyphosus sydneyanus	1130
7738	Labeo altivelis	3600
11530	Labeo bottegi	5000
5129	Labeo capensis	3830
4439	Labeo catla	38560
12102	Labeo chrysophekadion	7000
11536	Labeo congoro	4308
2434	Labeo coubie	5000
5409	Labeo cylindricus	900
13631	Labeo dussumieri	2000
10254	Labeo gonius	1360
11558	Labeo lunatus	2500
11561	Labeo molybdinus	1685
23987	Labeo nandina	10000
2435	Labeo parvus	40
82	Labeo rohita	45000
11570	Labeo rosae	3025
12064	Labiobarbus festivus	387.6000061035156
11571	Labeo rubromaculatus	2900
11574	Labeo ruddi	1000
6124	Labeo seeberi	269
2436	Labeo senegalensis	3750
7577	Labeo umbratus	2853
4818	Labeobarbus aeneus	7837
11339	Labeobarbus codringtonii	3200
54618	Labeobarbus dimidiatus	400
4673	Labeobarbus kimberleyensis	22200
11403	Labeobarbus marequensis	6000
4689	Labeobarbus natalensis	4628
11449	Labeobarbus polylepis	6800
11404	Labeobarbus rhinoceros	2150
9540	Labeobarbus seeberi	10660
55259	Labrisomus philippii	635
572	Labrus bergylta	4350
1071	Lachnolaimus maximus	11000
1107	Lactophrys trigonus	3310
53282	Laemolyta proxima	415
2014	Laemonema longipes	1500
28209	Lagocephalus guentheri	495
1239	Lagocephalus laevigatus	4870
4292	Lagocephalus lagocephalus	3170
4761	Lagocephalus sceleratus	9000
8180	Lagocephalus spadiceus	1075
55076	Lagocephalus suezensis	85.5
3576	Lagodon rhomboides	1510
892	Lamiopsis temminckii	52400
755	Lamna ditropis	175000
88	Lamna nasus	230000
23001	Lampadena yaquinae	32.5
6999	Lampanyctus ater	36.29999923706055
16689	Lampanyctus isaacsi	26.700000762939453
7441	Lampanyctus niger	36.70000076293945
7413	Lampanyctus nobilis	15.399999618530273
7415	Lampanyctus tenuiformis	40.099998474121094
4480	Lampetra fluviatilis	150
1072	Lampris guttatus	270000
7145	Lampris immaculatus	30000
428	Larimichthys crocea	243.60000610351562
416	Larimichthys polyactis	189.8000030517578
14014	Larimus argenteus	520.969970703125
1180	Larimus breviceps	500
4589	Lateolabrax japonicus	8700
23379	Lateolabrax latus	9100
4497	Lates angustifrons	100000
346	Lates calcarifer	60000
6406	Lates japonicus	33000
4801	Lates microlepis	8300
347	Lates niloticus	200000
2063	Latimeria chalumnae	95000
14417	Latris lineata	25000
12061	Laubuka laubuca	10.399999618530273
13262	Leiarius marmoratus	12000
429	Leiostomus xanthurus	450
60616	Lepidocephalichthys arunachalensis	9.609999656677246
1042	Lepidocybium flavobrunneum	45000
53304	Leporinus taeniatus	169.5
60313	Leporinus taeniofasciatus	600.5
1529	Lile stolifera	34.849998474121094
520	Limanda aspera	1700
25730	Lithodoras dorsalis	15000
4637	Luciobarbus brachycephalus	22000
23005	Luciobarbus capito	15000
48365	Luciobarbus caspius	14500
6591	Lepidophanes guentheri	4.400000095367432
24237	Lepidopsetta bilineata	1800
645	Lepidopus caudatus	8000
3910	Lepidopus fitchi	1400
1075	Lepisosteus oculatus	4440
1076	Lepisosteus osseus	22820
2597	Lepisosteus platostomus	2600
2598	Lepisosteus platyrhincus	9610
3370	Lepomis auritus	790
3371	Lepomis cyanellus	960
3372	Lepomis gibbosus	630
3373	Lepomis gulosus	1110
3375	Lepomis macrochirus	2150
3377	Lepomis megalotis	790
3378	Lepomis microlophus	220
54655	Leporacanthicus galaxias	235.27000427246094
57544	Leporacanthicus heterodon	65.44000244140625
58474	Leporinus amae	77.4000015258789
64101	Leporinus amazonicus	304.3999938964844
52566	Leporinus amblyrhynchus	298
60315	Leporinus bistriatus	52.810001373291016
12330	Leporinus friderici	1500
27840	Leporinus gossei	1000
27848	Leporinus granti	185
27847	Leporinus lebaili	1000
27838	Leporinus melanostictus	320
27665	Leporinus octofasciatus	433
56940	Leporinus tigrinus	239.7899932861328
68781	Leporinus torrenticola	33.959999084472656
4797	Leptobarbus hoevenii	10000
55405	Leptobotia elongata	3000
60461	Leptobotia posterodorsalis	7
60798	Leptobotia rubrilabris	105.5999984741211
60442	Leptobotia taeniops	94
5273	Leptocypris niloticus	10
47461	Leptodoras hasemani	180
47480	Leptodoras praelongus	114
4360	Leptoscarus vaigiensis	657
58518	Lepturichthys fimbriatus	28.399999618530273
2524	Lethenteron camtschaticum	200
1851	Lethrinus harak	2916
1845	Lethrinus microdon	4850
1858	Lethrinus miniatus	9600
1846	Lethrinus nebulosus	8400
1864	Lethrinus olivaceus	14000
1848	Lethrinus rubrioperculatus	3095
1852	Lethrinus xanthochilus	5440
48169	Leucalburnus satunini	45.84000015258789
4783	Leuciscus aspius	9000
2801	Leuciscus idus	4000
4662	Leuciscus leuciscus	1000
55651	Leuciscus schmidti	600
54833	Leuciscus vorax	10000
46549	Leuciscus waleckii	500
15821	Leucopsarion petersii	0.6000000238418579
66286	Leucos albus	98.5
62588	Leucos panosi	355.70001220703125
692	Lichia amia	50000
695	Limanda limanda	1000
50421	Limanda sakhalinensis	500
50663	Limatulichthys griseus	48
48083	Limnocottus pallidus	16
1550	Limnothrissa miodon	40
60316	Liobagrus marginatoides	8
10398	Liobagrus nigricauda	37.29999923706055
65955	Liobagrus somjinensis	17.239999771118164
24115	Liparis tanakae	1742.800048828125
6592	Lithognathus aureti	19300
1794	Lobianchia dofleini	2.200000047683716
1077	Lobotes surinamensis	19200
51956	Lonchogenys ilisha	8.899999618530273
56870	Lophiodes monodi	1755.5
60409	Lophiogobius ocellicauda	8.399999618530273
47746	Lophiosilurus alexandri	5000
532	Lophius americanus	22560
23247	Lophius litulon	3543
716	Lophius piscatorius	57700
362	Lopholatilus chamaeleonticeps	30000
65541	Loricaria birindellii	118.19999694824219
50665	Loricariichthys acutus	91.5999984741211
50673	Loricariichthys derbyi	161
23463	Loricariichthys maculatus	130.60000610351562
50675	Loricariichthys nudirostris	89.63999938964844
50677	Loricariichthys platymetopon	311
310	Lota lota	34000
