Event.ID,Species.ID.reported,gbif.binomial,class,family,Movement.type,Movement.measure,Value,Units,Statistic,Movement.mode,Body.mass,Body.mass.units,Study.type,MetaRef,Reference,Body.mass.source,Movement Mode Ref
362,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Distance,396,m,Maximum,Running,157.63,g,Metastudy,Whitmee & Orme. 2013,Peacock & Smith. 1997,Wilman et al 2014,Inferred from Class:  Mammalia
364,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,83846.614,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Phillips et al. 1972,Wilman et al 2014,Inferred from Class:  Mammalia
365,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,162865.20799999998,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Phillips et al. 1972,Wilman et al 2014,Inferred from Class:  Mammalia
370,Dipodomys stephensi,Dipodomys stephensi,Mammalia,Heteromyidae,Dispersal,Distance,170.6,m,Maximum,Running,69.75,g,Metastudy,Whitmee & Orme. 2013,Price et al. 1994,Wilman et al 2014,Inferred from Class:  Mammalia
371,Dipodomys stephensi,Dipodomys stephensi,Mammalia,Heteromyidae,Dispersal,Distance,351.1,m,Maximum,Running,69.75,g,Metastudy,Whitmee & Orme. 2013,Price et al. 1994,Wilman et al 2014,Inferred from Class:  Mammalia
372,Dipodomys stephensi,Dipodomys stephensi,Mammalia,Heteromyidae,Dispersal,Distance,267.1,m,Maximum,Running,69.75,g,Metastudy,Whitmee & Orme. 2013,Price et al. 1994,Wilman et al 2014,Inferred from Class:  Mammalia
373,Dipodomys stephensi,Dipodomys stephensi,Mammalia,Heteromyidae,Dispersal,Distance,262.4,m,Maximum,Running,69.75,g,Metastudy,Whitmee & Orme. 2013,Price et al. 1994,Wilman et al 2014,Inferred from Class:  Mammalia
382,Calomys venustus,Calomys venustus,Mammalia,Cricetidae,Dispersal,Distance,28,m,Maximum,Running,49.33,g,Metastudy,Whitmee & Orme. 2013,Priotto et al. 2004,Wilman et al 2014,Inferred from Class:  Mammalia
383,Calomys venustus,Calomys venustus,Mammalia,Cricetidae,Dispersal,Distance,28,m,Maximum,Running,49.33,g,Metastudy,Whitmee & Orme. 2013,Priotto et al. 2004,Wilman et al 2014,Inferred from Class:  Mammalia
388,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,Distance,791,m,Maximum,Running,43.53,g,Metastudy,Whitmee & Orme. 2013,Ribble. 1992,Wilman et al 2014,Inferred from Class:  Mammalia
389,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,Distance,450,m,Maximum,Running,43.53,g,Metastudy,Whitmee & Orme. 2013,Ribble. 1992,Wilman et al 2014,Inferred from Class:  Mammalia
394,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Distance,82076.34,m,Maximum,Running,54212.57,g,Metastudy,Whitmee & Orme. 2013,Robinette. 1966,Wilman et al 2014,Inferred from Class:  Mammalia
395,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Distance,67592.28,m,Maximum,Running,54212.57,g,Metastudy,Whitmee & Orme. 2013,Robinette. 1966,Wilman et al 2014,Inferred from Class:  Mammalia
396,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Distance,241401,m,Maximum,Running,54212.57,g,Metastudy,Whitmee & Orme. 2013,Robinette. 1966,Wilman et al 2014,Inferred from Class:  Mammalia
401,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,11000,m,Maximum,Running,99949.36,g,Metastudy,Whitmee & Orme. 2013,Rogers. 1987,Wilman et al 2014,Inferred from Class:  Mammalia
402,Ursus americanus,Ursus americanus,Mammalia,Ursidae,Dispersal,Distance,219000,m,Maximum,Running,99949.36,g,Metastudy,Whitmee & Orme. 2013,Rogers. 1987,Wilman et al 2014,Inferred from Class:  Mammalia
407,Spermophilus tridecemlineatus,Spermophilus tridecemlineatus,Mammalia,Sciuridae,Dispersal,Distance,144,m,Maximum,Running,131.67,g,Metastudy,Whitmee & Orme. 2013,Rongstad. 1965,Wilman et al 2014,Inferred from Class:  Mammalia
408,Spermophilus tridecemlineatus,Spermophilus tridecemlineatus,Mammalia,Sciuridae,Dispersal,Distance,239,m,Maximum,Running,131.67,g,Metastudy,Whitmee & Orme. 2013,Rongstad. 1965,Wilman et al 2014,Inferred from Class:  Mammalia
411,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,Distance,155000,m,Maximum,Running,51600.04,g,Metastudy,Whitmee & Orme. 2013,Ross & Jalotsky. 1992,Wilman et al 2014,Inferred from Class:  Mammalia
413,Microtus agrestis,Microtus agrestis,Mammalia,Cricetidae,Dispersal,Distance,193.6,m,Maximum,Running,42.5,g,Metastudy,Whitmee & Orme. 2013,Sandell et al. 1990,Wilman et al 2014,Inferred from Class:  Mammalia
414,Microtus agrestis,Microtus agrestis,Mammalia,Cricetidae,Dispersal,Distance,159,m,Maximum,Running,42.5,g,Metastudy,Whitmee & Orme. 2013,Sandell et al. 1990,Wilman et al 2014,Inferred from Class:  Mammalia
417,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,8046.7,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Sheldon. 1953,Wilman et al 2014,Inferred from Class:  Mammalia
418,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,27358.78,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Sheldon. 1953,Wilman et al 2014,Inferred from Class:  Mammalia
421,Canis simensis,Canis simensis,Mammalia,Canidae,Dispersal,Distance,7500,m,Maximum,Running,10000,g,Metastudy,Whitmee & Orme. 2013,Sillero-Subiri & MacDonald. 1997,Wilman et al 2014,Inferred from Class:  Mammalia
422,Lycalopex griseus,Lycalopex griseus,Mammalia,Canidae,Dispersal,Distance,65000,m,Maximum,Running,5146.58,g,Metastudy,Whitmee & Orme. 2013,Sillero-Subiri. Hoffman & MacDonald. 2004,Wilman et al 2014,Inferred from Class:  Mammalia
423,Canis adustus,Canis adustus,Mammalia,Canidae,Dispersal,Distance,20000,m,Maximum,Running,10249.91,g,Metastudy,Whitmee & Orme. 2013,Sillero-Subiri. Hoffman & MacDonald. 2004,Wilman et al 2014,Inferred from Class:  Mammalia
424,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Distance,170,m,Maximum,Running,157.63,g,Metastudy,Whitmee & Orme. 2013,Smith. 1987,Wilman et al 2014,Inferred from Class:  Mammalia
427,Panthera tigris,Panthera tigris,Mammalia,Felidae,Dispersal,Distance,33000,m,Maximum,Running,162564,g,Metastudy,Whitmee & Orme. 2013,Smith. 1993,Wilman et al 2014,Inferred from Class:  Mammalia
428,Panthera tigris,Panthera tigris,Mammalia,Felidae,Dispersal,Distance,65700,m,Maximum,Running,162564,g,Metastudy,Whitmee & Orme. 2013,Smith. 1993,Wilman et al 2014,Inferred from Class:  Mammalia
433,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,90000,m,Maximum,Running,180520.42,g,Metastudy,Whitmee & Orme. 2013,Stoen et al. 2006,Wilman et al 2014,Inferred from Class:  Mammalia
434,Ursus arctos,Ursus arctos,Mammalia,Ursidae,Dispersal,Distance,467000,m,Maximum,Running,180520.42,g,Metastudy,Whitmee & Orme. 2013,Stoen et al. 2006,Wilman et al 2014,Inferred from Class:  Mammalia
437,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,107830,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Storm et al. 1976,Wilman et al 2014,Inferred from Class:  Mammalia
438,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,210180,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Storm et al. 1976,Wilman et al 2014,Inferred from Class:  Mammalia
449,Panthera pardus,Panthera pardus,Mammalia,Felidae,Dispersal,Distance,11000,m,Maximum,Running,52038.22,g,Metastudy,Whitmee & Orme. 2013,Sunquist. 1983,Wilman et al 2014,Inferred from Class:  Mammalia
461,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,Distance,78500,m,Maximum,Running,51600.04,g,Metastudy,Whitmee & Orme. 2013,Sweanor et al. 2000,Wilman et al 2014,Inferred from Class:  Mammalia
462,Puma concolor,Puma concolor,Mammalia,Felidae,Dispersal,Distance,192500,m,Maximum,Running,51600.04,g,Metastudy,Whitmee & Orme. 2013,Sweanor et al. 2000,Wilman et al 2014,Inferred from Class:  Mammalia
465,Marmota monax,Marmota monax,Mammalia,Sciuridae,Dispersal,Distance,685,m,Maximum,Running,3801.72,g,Metastudy,Whitmee & Orme. 2013,Swihart. 1992,Wilman et al 2014,Inferred from Class:  Mammalia
466,Marmota monax,Marmota monax,Mammalia,Sciuridae,Dispersal,Distance,768,m,Maximum,Running,3801.72,g,Metastudy,Whitmee & Orme. 2013,Swihart. 1992,Wilman et al 2014,Inferred from Class:  Mammalia
467,Rattus fuscipes,Rattus fuscipes,Mammalia,Muridae,Dispersal,Distance,365,m,Maximum,Running,133,g,Metastudy,Whitmee & Orme. 2013,Taylor & Calaby. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
468,Rattus fuscipes,Rattus fuscipes,Mammalia,Muridae,Dispersal,Distance,213,m,Maximum,Running,133,g,Metastudy,Whitmee & Orme. 2013,Taylor & Calaby. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
469,Rattus fuscipes,Rattus fuscipes,Mammalia,Muridae,Dispersal,Distance,762,m,Maximum,Running,133,g,Metastudy,Whitmee & Orme. 2013,Taylor & Calaby. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
470,Rattus fuscipes,Rattus fuscipes,Mammalia,Muridae,Dispersal,Distance,500,m,Maximum,Running,133,g,Metastudy,Whitmee & Orme. 2013,Taylor & Calaby. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
471,Rattus fuscipes,Rattus fuscipes,Mammalia,Muridae,Dispersal,Distance,550,m,Maximum,Running,133,g,Metastudy,Whitmee & Orme. 2013,Taylor & Calaby. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
472,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,5200,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
473,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,24000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
474,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,140000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
475,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,67700,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
476,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,4000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
477,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,85700,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
478,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,60800,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
479,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,50000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
480,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,13700,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
481,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,19000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
482,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,52000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
483,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,110000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
484,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,64900.00000000001,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
485,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,86000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
486,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,61400,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
487,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,89600,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
488,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,122000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Trewhella et al. 1988,Wilman et al 2014,Inferred from Class:  Mammalia
489,Spermophilus saturatus,Sciuridae,Mammalia,Sciuridae,Dispersal,Distance,270.5,m,Maximum,Running,220,g,Metastudy,Whitmee & Orme. 2013,Trombulak. 1987,Wilman et al 2014,Inferred from Class:  Mammalia
490,Spermophilus saturatus,Sciuridae,Mammalia,Sciuridae,Dispersal,Distance,197.2,m,Maximum,Running,220,g,Metastudy,Whitmee & Orme. 2013,Trombulak. 1987,Wilman et al 2014,Inferred from Class:  Mammalia
502,Gulo gulo,Gulo gulo,Mammalia,Mustelidae,Dispersal,Distance,178000,m,Maximum,Running,17012.56,g,Metastudy,Whitmee & Orme. 2013,Vangen et al. 2001,Wilman et al 2014,Inferred from Class:  Mammalia
503,Gulo gulo,Gulo gulo,Mammalia,Mustelidae,Dispersal,Distance,101000,m,Maximum,Running,17012.56,g,Metastudy,Whitmee & Orme. 2013,Vangen et al. 2001,Wilman et al 2014,Inferred from Class:  Mammalia
506,Macropus giganteus,Macropus giganteus,Mammalia,Macropodidae,Dispersal,Distance,17000,m,Maximum,Running,25875,g,Metastudy,Whitmee & Orme. 2013,Zenger. Eldridge & Cooper. 2003 ,Wilman et al 2014,Inferred from Class:  Mammalia
509,Vulpes vulpes,Vulpes vulpes,Mammalia,Canidae,Dispersal,Distance,100000,m,Maximum,Running,5476.17,g,Metastudy,Whitmee & Orme. 2013,Zimen. 1984,Wilman et al 2014,Inferred from Class:  Mammalia
510,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,Distance,33300,m,Maximum,Running,17950,g,Metastudy,Whitmee & Orme. 2013,Zimmerman et al.  2005,Wilman et al 2014,Inferred from Class:  Mammalia
511,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,Distance,80700,m,Maximum,Running,17950,g,Metastudy,Whitmee & Orme. 2013,Zimmerman et al.  2005,Wilman et al 2014,Inferred from Class:  Mammalia
512,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,Distance,56000,m,Maximum,Running,17950,g,Metastudy,Whitmee & Orme. 2013,Zimmerman et al.  2005,Wilman et al 2014,Inferred from Class:  Mammalia
513,Lynx lynx,Lynx lynx,Mammalia,Felidae,Dispersal,Distance,97300,m,Maximum,Running,17950,g,Metastudy,Whitmee & Orme. 2013,Zimmerman et al.  2005,Wilman et al 2014,Inferred from Class:  Mammalia
1581,Abramis brama,Abramis brama,NA,Cyprinidae,Dispersal,Distance,5400,m,Maximum,Swimming,6010,g,Metastudy,Comte Olden fishery,Lyons & Lucas 2002,Boettiger et al. 2023,Inferred from Species: Abramis brama
1582,Abramis brama,Abramis brama,NA,Cyprinidae,Dispersal,Distance,4500.1,m,Maximum,Swimming,6010,g,Metastudy,Comte Olden fishery,Donnelly et al. 1998,Boettiger et al. 2023,Inferred from Species: Abramis brama
1583,Acipenser fulvescens,Acipenser fulvescens,NA,Acipenseridae,Dispersal,Distance,6215.77,m,Maximum,Swimming,125000,g,Metastudy,Comte Olden fishery,Barth et al. 2011,Boettiger et al. 2023,Inferred from Species: Acipenser fulvescens
1584,Acipenser fulvescens,Acipenser fulvescens,NA,Acipenseridae,Dispersal,Distance,51981.68,m,Maximum,Swimming,125000,g,Metastudy,Comte Olden fishery,Huddleston 2006,Boettiger et al. 2023,Inferred from Species: Acipenser fulvescens
1585,Ambloplites rupestris,Ambloplites rupestris,NA,Centrarchidae,Dispersal,Distance,5632.69,m,Maximum,Swimming,1360,g,Metastudy,Comte Olden fishery,Brown 1961,Boettiger et al. 2023,Inferred from Species: Ambloplites rupestris
1590,Anguilla dieffenbachii,Anguilla dieffenbachii,NA,Anguillidae,Dispersal,Distance,157.49,m,Maximum,Swimming,25000,g,Metastudy,Comte Olden fishery,Jellyman & Skykes 2003,Boettiger et al. 2023,Inferred from Species: Anguilla dieffenbachii
1591,Anguilla dieffenbachii,Anguilla dieffenbachii,NA,Anguillidae,Dispersal,Distance,523.11,m,Maximum,Swimming,25000,g,Metastudy,Comte Olden fishery,Jellyman & Skykes 2003,Boettiger et al. 2023,Inferred from Species: Anguilla dieffenbachii
1592,Anguilla japonica,Anguilla japonica,NA,Anguillidae,Dispersal,Distance,2090,m,Maximum,Swimming,1889,g,Metastudy,Comte Olden fishery,Lin et al. 2012,Boettiger et al. 2023,Inferred from Species: Anguilla japonica
1593,Anguilla rostrata,Anguilla rostrata,NA,Anguillidae,Dispersal,Distance,850,m,Maximum,Swimming,7330,g,Metastudy,Comte Olden fishery,Bozeman et al. 1985,Boettiger et al. 2023,Inferred from Species: Anguilla rostrata
1594,Barbus barbus,Barbus barbus,NA,Cyprinidae,Dispersal,Distance,700,m,Maximum,Swimming,12000,g,Metastudy,Comte Olden fishery,Vilizzi et al. 2006,Boettiger et al. 2023,Inferred from Species: Barbus barbus
1595,Barbus barbus,Barbus barbus,NA,Cyprinidae,Dispersal,Distance,2020,m,Maximum,Swimming,12000,g,Metastudy,Comte Olden fishery,Pe?ÃƒÂ¡z et al. 2002,Boettiger et al. 2023,Inferred from Species: Barbus barbus
1597,Brycon orbignyanus,Brycon orbignyanus,NA,Bryconidae,Dispersal,Distance,20000,m,Maximum,Swimming,6000,g,Metastudy,Comte Olden fishery,Makrakis et al. 2012,Boettiger et al. 2023,Inferred from Species: Brycon orbignyanus
1610,Colossoma macropomum,Colossoma macropomum,NA,Serrasalmidae,Dispersal,Distance,5950.1,m,Maximum,Swimming,40000,g,Metastudy,Comte Olden fishery,Anderson et al. 2011,Boettiger et al. 2023,Inferred from Species: Colossoma macropomum
1626,Ctenopharyngodon idella,Ctenopharyngodon idella,NA,Cyprinidae,Dispersal,Distance,44800,m,Maximum,Swimming,45000,g,Metastudy,Comte Olden fishery,Kirk et al. 2001,Boettiger et al. 2023,Inferred from Species: Ctenopharyngodon idella
1628,Cyprinus carpio,Cyprinus carpio,NA,Cyprinidae,Dispersal,Distance,819.7,m,Maximum,Swimming,40090,g,Metastudy,Comte Olden fishery,Crook 2004,Boettiger et al. 2023,Inferred from Species: Cyprinus carpio
1629,Cyprinus carpio,Cyprinus carpio,NA,Cyprinidae,Dispersal,Distance,75000,m,Maximum,Swimming,40090,g,Metastudy,Comte Olden fishery,Osborne et al. 2009,Boettiger et al. 2023,Inferred from Species: Cyprinus carpio
1630,Esox lucius,Esox lucius,NA,Esocidae,Dispersal,Distance,10300,m,Maximum,Swimming,28350,g,Metastudy,Comte Olden fishery,Koed et al. 2006,Boettiger et al. 2023,Inferred from Species: Esox lucius
1631,Esox lucius,Esox lucius,NA,Esocidae,Dispersal,Distance,10300,m,Maximum,Swimming,28350,g,Metastudy,Comte Olden fishery,Koed et al. 2006,Boettiger et al. 2023,Inferred from Species: Esox lucius
1632,Esox lucius,Esox lucius,NA,Esocidae,Dispersal,Distance,8083.9,m,Maximum,Swimming,28350,g,Metastudy,Comte Olden fishery,Donnelly et al. 1998,Boettiger et al. 2023,Inferred from Species: Esox lucius
1641,Gobio gobio,Gobio gobio,NA,Cyprinidae,Dispersal,Distance,1920,m,Maximum,Swimming,220,g,Metastudy,Comte Olden fishery,Stott 1967,Boettiger et al. 2023,Inferred from Species: Gobio gobio
1642,Gobio gobio,Gobio gobio,NA,Cyprinidae,Dispersal,Distance,1385,m,Maximum,Swimming,220,g,Metastudy,Comte Olden fishery,Stott 1967,Boettiger et al. 2023,Inferred from Species: Gobio gobio
1643,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,NA,Pimelodidae,Dispersal,Distance,360000,m,Maximum,Swimming,2670,g,Metastudy,Comte Olden fishery,Makrakis et al. 2012,Boettiger et al. 2023,Inferred from Species: Hemisorubim platyrhynchos
1644,Hydrocynus vittatus,Hydrocynus vittatus,NA,Alestidae,Dispersal,Distance,7210,m,Maximum,Swimming,27980,g,Metastudy,Comte Olden fishery,ÃƒËœkland et al. 2005,Boettiger et al. 2023,Inferred from Species: Hydrocynus vittatus
1645,Hypophthalmichthys nobilis,Hypophthalmichthys nobilis,NA,Cyprinidae,Dispersal,Distance,56500,m,Maximum,Swimming,40000,g,Metastudy,Comte Olden fishery,Peters et al. 2006,Boettiger et al. 2023,Inferred from Species: Hypophthalmichthys nobilis
1654,Lepisosteus osseus,Lepisosteus osseus,NA,Lepisosteidae,Dispersal,Distance,74000,m,Maximum,Swimming,22820,g,Metastudy,Comte Olden fishery,McGrath et al. 2012,Boettiger et al. 2023,Inferred from Species: Lepisosteus osseus
1655,Lepomis auritus,Lepomis auritus,NA,Centrarchidae,Dispersal,Distance,291,m,Maximum,Swimming,790,g,Metastudy,Comte Olden fishery,Skalski & Gilliam 2000,Boettiger et al. 2023,Inferred from Species: Lepomis auritus
1656,Lepomis auritus,Lepomis auritus,NA,Centrarchidae,Dispersal,Distance,200,m,Maximum,Swimming,790,g,Metastudy,Comte Olden fishery,Freeman 1995,Boettiger et al. 2023,Inferred from Species: Lepomis auritus
1657,Lepomis cyanellus,Lepomis cyanellus,NA,Centrarchidae,Dispersal,Distance,453,m,Maximum,Swimming,960,g,Metastudy,Comte Olden fishery,Smithson & Johnston 1999,Boettiger et al. 2023,Inferred from Species: Lepomis cyanellus
1658,Lepomis megalotis,Lepomis megalotis,NA,Centrarchidae,Dispersal,Distance,213.5,m,Maximum,Swimming,790,g,Metastudy,Comte Olden fishery,Berra & Gunning 1972,Boettiger et al. 2023,Inferred from Species: Lepomis megalotis
1659,Lepomis megalotis,Lepomis megalotis,NA,Centrarchidae,Dispersal,Distance,506,m,Maximum,Swimming,790,g,Metastudy,Comte Olden fishery,Smithson & Johnston 1999,Boettiger et al. 2023,Inferred from Species: Lepomis megalotis
1661,Leporinus friderici,Leporinus friderici,NA,Anostomidae,Dispersal,Distance,5000,m,Maximum,Swimming,1500,g,Metastudy,Comte Olden fishery,Makrakis et al. 2012,Boettiger et al. 2023,Inferred from Species: Leporinus friderici
1663,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,Distance,19000,m,Maximum,Swimming,4000,g,Metastudy,Comte Olden fishery,KulÃƒÂ­Ã…Â¡kovÃƒÂ¡ et al. 2009,Boettiger et al. 2023,Inferred from Species: Leuciscus idus
