db,original,gbif.binomial,gbif.key,rank,status,matchType,phylum,class,family,genus,species
dispdb,Certhia familiaris,Certhia familiaris,2487603,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Certhiidae,Certhia,Certhia familiaris
dispdb,Certhia brachydactyla,Certhia brachydactyla,7806848,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Certhiidae,Certhia,Certhia brachydactyla
dispdb,Fratercula arctica,Fratercula arctica,2481353,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Fratercula,Fratercula arctica
dispdb,Saxicola torquatus,Saxicola torquatus,2492526,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Muscicapidae,Saxicola,Saxicola torquatus
dispdb,Rhynochetos jubatus,Rhynochetos jubatus,2474354,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rhynochetidae,Rhynochetos,Rhynochetos jubatus
dispdb,Pternistis erckelii,Pternistis erckelii,2473861,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Phasianidae,Pternistis,Pternistis erckelii
dispdb,Calidris himantopus,Calidris himantopus,5229400,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Scolopacidae,Calidris,Calidris himantopus
dispdb,Pluvialis fulva,Pluvialis fulva,2480331,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Charadriidae,Pluvialis,Pluvialis fulva
dispdb,Pluvialis dominica,Pluvialis dominica,2480328,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Charadriidae,Pluvialis,Pluvialis dominica
dispdb,Falco femoralis,Falco femoralis,2481006,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Falconidae,Falco,Falco femoralis
dispdb,Sialia mexicana,Sialia mexicana,2490936,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Turdidae,Sialia,Sialia mexicana
dispdb,Cathartes aura,Cathartes aura,2481930,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Cathartidae,Cathartes,Cathartes aura
dispdb,Rostratula benghalensis,Rostratula benghalensis,2482029,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rostratulidae,Rostratula,Rostratula benghalensis
dispdb,Aquila chrysaetos,Aquila chrysaetos,2480506,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Accipitridae,Aquila,Aquila chrysaetos
dispdb,Thryothorus ludovicianus,Thryothorus ludovicianus,2493801,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Troglodytidae,Thryothorus,Thryothorus ludovicianus
dispdb,Calidris subruficollis,Calidris subruficollis,8292425,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Scolopacidae,Calidris,Calidris subruficollis
dispdb,Sturnella magna,Sturnella magna,2484254,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Icteridae,Sturnella,Sturnella magna
dispdb,Cardinalis cardinalis,Cardinalis cardinalis,2490384,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Cardinalidae,Cardinalis,Cardinalis cardinalis
dispdb,Alca torda,Alca torda,8277073,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Alca,Alca torda
dispdb,Charadrius vociferus,Charadrius vociferus,2480320,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Charadriidae,Charadrius,Charadrius vociferus
dispdb,Loxops coccineus,Loxops coccineus,5231618,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fringillidae,Loxops,Loxops coccineus
dispdb,Branta bernicla,Branta bernicla,5232446,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Branta,Branta bernicla
dispdb,Vanellus vanellus,Vanellus vanellus,2480242,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Charadriidae,Vanellus,Vanellus vanellus
dispdb,Podiceps cristatus,Podiceps cristatus,2482054,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Podicipedidae,Podiceps,Podiceps cristatus
dispdb,Anas rubripes,Anas rubripes,9581438,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Anas,Anas rubripes
dispdb,Mergus merganser,Mergus merganser,9537647,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Mergus,Mergus merganser
dispdb,Spilopelia chinensis,Spilopelia chinensis,6101224,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Columbidae,Spilopelia,Spilopelia chinensis
dispdb,Chlamydera cerviniventris,Chlamydera cerviniventris,2494821,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ptilonorhynchidae,Chlamydera,Chlamydera cerviniventris
dispdb,Artamus personatus,Artamus personatus,5230393,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Artamidae,Artamus,Artamus personatus
dispdb,Artamus superciliosus,Artamus superciliosus,5230390,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Artamidae,Artamus,Artamus superciliosus
dispdb,Coracina tenuirostris,Coracina tenuirostris,2486768,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Campephagidae,Coracina,Coracina tenuirostris
dispdb,Lalage leucomela,Lalage leucomela,5230458,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Campephagidae,Lalage,Lalage leucomela
dispdb,Oriolus flavocinctus,Oriolus flavocinctus,2488973,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Oriolidae,Oriolus,Oriolus flavocinctus
dispdb,Rhipidura rufiventris,Rhipidura rufiventris,5231729,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rhipiduridae,Rhipidura,Rhipidura rufiventris
dispdb,Rhipidura phasiana,Rhipidura phasiana,5231741,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rhipiduridae,Rhipidura,Rhipidura phasiana
dispdb,Arses kaupi,Arses kaupi,2486665,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Monarchidae,Arses,Arses kaupi
dispdb,Myiagra cyanoleuca,Myiagra cyanoleuca,2486637,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Monarchidae,Myiagra,Myiagra cyanoleuca
dispdb,Myiagra inquieta,Myiagra inquieta,2486651,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Monarchidae,Myiagra,Myiagra inquieta
dispdb,Ptiloris magnificus,Ptiloris magnificus,2494897,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Paradisaeidae,Ptiloris,Ptiloris magnificus
dispdb,Ptiloris victoriae,Ptiloris victoriae,2494896,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Paradisaeidae,Ptiloris,Ptiloris victoriae
dispdb,Mirafra javanica,Mirafra javanica,2490585,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alaudidae,Mirafra,Mirafra javanica
dispdb,Alauda arvensis,Alauda arvensis,8077224,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alaudidae,Alauda,Alauda arvensis
dispdb,Numenius tahitiensis,Numenius tahitiensis,2481790,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Scolopacidae,Numenius,Numenius tahitiensis
dispdb,Otis tarda,Otis tarda,2474921,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Otididae,Otis,Otis tarda
dispdb,Botaurus stellaris,Botaurus stellaris,2480910,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Botaurus,Botaurus stellaris
dispdb,Nycticorax nycticorax,Nycticorax nycticorax,2480863,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax
dispdb,Strix fulvescens,Strix fulvescens,2497508,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Strix,Strix fulvescens
dispdb,Dendrocygna autumnalis,Dendrocygna autumnalis,2498393,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Dendrocygna,Dendrocygna autumnalis
dispdb,Vireo huttoni,Vireo huttoni,9722986,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Vireonidae,Vireo,Vireo huttoni
dispdb,Falco rusticolus,Falco rusticolus,8069880,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Falconidae,Falco,Falco rusticolus
dispdb,Surnia ulula,Surnia ulula,2497894,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Surnia,Surnia ulula
dispdb,Glaucidium passerinum,Glaucidium passerinum,5232162,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Glaucidium,Glaucidium passerinum
dispdb,Otus scops,Otus scops,2497701,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Otus,Otus scops
dispdb,Strix uralensis,Strix uralensis,2497509,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Strix,Strix uralensis
dispdb,Bubo bubo,Bubo bubo,5959092,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Bubo,Bubo bubo
dispdb,Plegadis falcinellus,Plegadis falcinellus,2480773,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Threskiornithidae,Plegadis,Plegadis falcinellus
dispdb,Ardea herodias,Ardea herodias,9630752,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Ardea,Ardea herodias
dispdb,Ardea alba,Ardea alba,9752617,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Ardea,Ardea alba
dispdb,Egretta tricolor,Egretta tricolor,2480881,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Egretta,Egretta tricolor
dispdb,Egretta caerulea,Egretta caerulea,2480894,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Egretta,Egretta caerulea
dispdb,Egretta thula,Egretta thula,2480873,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Ardeidae,Egretta,Egretta thula
dispdb,Martes pennanti,Martes pennanti,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Mustelidae,Pekania,Pekania pennanti
dispdb,Spermophilus beecheyi,Spermophilus beecheyi,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Sciuridae,Otospermophilus,Otospermophilus beecheyi
dispdb,Neovison vison,Neovison vison,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Mustelidae,Mustela,Mustela vison
dispdb,Spermophilus tridecemlineatus,Spermophilus tridecemlineatus,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Sciuridae,Ictidomys,Ictidomys tridecemlineatus
dispdb,Spermophilus richardsonii,Spermophilus richardsonii,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Sciuridae,Urocitellus,Urocitellus richardsonii
dispdb,Lycalopex griseus,Lycalopex griseus,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Canidae,Lycalopex,Lycalopex gymnocercus
dispdb,Bolitotherus cornutus,Bolitotherus cornutus,NA,SPECIES,HOMOTYPIC_SYNONYM,NA,Arthropoda,Insecta,Tenebrionidae,Gnatocerus,Gnatocerus cornutus
dispdb,Oplocephala haemorrhoidalis ,Oplocephala haemorrhoidalis,NA,SPECIES,SYNONYM,NA,Arthropoda,Insecta,Tenebrionidae,Neomida,Neomida haemorrhoidalis
dispdb,Oncorhynchus masou masou,Oncorhynchus masou masou,NA,SUBSPECIES,SYNONYM,NA,Chordata,NA,Salmonidae,Oncorhynchus,Oncorhynchus masou
dispdb,Perci caprodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dispdb,Perci nigrofasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dispdb,Perci rex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dispdb,Perci roanoka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dispdb,Salvelinus leucomaenis leucomaenis,Salvelinus leucomaenis leucomaenis,NA,SUBSPECIES,SYNONYM,NA,Chordata,NA,Salmonidae,Salvelinus,Salvelinus leucomaenis
dispdb,Bonasa bonasia,Bonasa bonasia,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Phasianidae,Tetrastes,Tetrastes bonasia
dispdb,Speotyto cunicularia,Speotyto cunicularia,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Strigidae,Athene,Athene cunicularia
dispdb,Picoides borealis,Picoides borealis,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Picidae,Leuconotopicus,Leuconotopicus borealis
dispdb,Hirundo fulva,Hirundo fulva,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Hirundinidae,Petrochelidon,Petrochelidon fulva
dispdb,Iridoprocne bicolor,Iridoprocne bicolor,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Hirundinidae,Tachycineta,Tachycineta bicolor
dispdb,Parus atricapillus,Parus atricapillus,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Paridae,Poecile,Poecile atricapillus
dispdb,Parus palustris,Parus palustris,NA,SPECIES,HOMOTYPIC_SYNONYM,NA,Chordata,Aves,Paridae,Poecile,Poecile palustris
dispdb,Parus caeruleus,Parus caeruleus,NA,SPECIES,HOMOTYPIC_SYNONYM,NA,Chordata,Aves,Paridae,Cyanistes,Cyanistes caeruleus
dispdb,Seiurus motacilla,Seiurus motacilla,NA,SPECIES,SYNONYM,NA,Chordata,Aves,Parulidae,Parkesia,Parkesia motacilla
dispdb,Carduelis chloris,Carduelis chloris,NA,SPECIES,HOMOTYPIC_SYNONYM,NA,Chordata,Aves,Fringillidae,Chloris,Chloris chloris
dispdb,Lutra canadensis,Lutra canadensis,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Mustelidae,Lontra,Lontra canadensis
dispdb,Spermophilus beldingi,Spermophilus beldingi,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Sciuridae,Urocitellus,Urocitellus beldingi
dispdb,Spermophilus leucopus,Spermophilus leucurus,NA,SPECIES,SYNONYM,NA,Chordata,Mammalia,Sciuridae,Ammospermophilus,Ammospermophilus leucurus
