db,original,gbif.binomial,gbif.key,rank,status,matchType,phylum,class,family,genus,species
SeaLifeBase,Callistoctopus dierythraeus,Callistoctopus dierythraeus,6521648,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Callistoctopus,Callistoctopus dierythraeus
SeaLifeBase,Callistoctopus graptus,Callistoctopus graptus,6521645,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Callistoctopus,Callistoctopus graptus
SeaLifeBase,Callistoctopus macropus,Callistoctopus macropus,5856010,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Callistoctopus,Callistoctopus macropus
SeaLifeBase,Callistoctopus ornatus,Callistoctopus ornatus,5856009,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Callistoctopus,Callistoctopus ornatus
SeaLifeBase,Callorhinus ursinus,Callorhinus ursinus,2433487,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Otariidae,Callorhinus,Callorhinus ursinus
SeaLifeBase,Calonectris diomedea,Calonectris diomedea,2481521,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Calonectris,Calonectris diomedea
SeaLifeBase,Calonectris edwardsii,Calonectris edwardsii,2481518,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Calonectris,Calonectris edwardsii
SeaLifeBase,Calonectris leucomelas,Calonectris leucomelas,2481519,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Calonectris,Calonectris leucomelas
SeaLifeBase,Caperea marginata,Caperea marginata,2440310,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Neobalaenidae,Caperea,Caperea marginata
SeaLifeBase,Cephalorhynchus commersonii,Cephalorhynchus commersonii,8697392,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Cephalorhynchus,Cephalorhynchus commersonii
SeaLifeBase,Cephalorhynchus eutropia,Cephalorhynchus eutropia,5220042,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Cephalorhynchus,Cephalorhynchus eutropia
SeaLifeBase,Cephalorhynchus hectori,Cephalorhynchus hectori,5220033,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Cephalorhynchus,Cephalorhynchus hectori
SeaLifeBase,Cepphus carbo,Cepphus carbo,2481318,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Cepphus,Cepphus carbo
SeaLifeBase,Cepphus columba,Cepphus columba,9315520,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Cepphus,Cepphus columba
SeaLifeBase,Cepphus grylle,Cepphus grylle,2481312,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Cepphus,Cepphus grylle
SeaLifeBase,Cerorhinca monocerata,Cerorhinca monocerata,2481324,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Cerorhinca,Cerorhinca monocerata
SeaLifeBase,Chaceon affinis,Chaceon affinis,2225530,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Geryonidae,Chaceon,Chaceon affinis
SeaLifeBase,Chaceon fenneri,Chaceon fenneri,2225538,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Geryonidae,Chaceon,Chaceon fenneri
SeaLifeBase,Charybdis lucifera,Charybdis lucifera,4307421,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Portunidae,Charybdis,Charybdis lucifera
SeaLifeBase,Charybdis miles,Charybdis miles,4647380,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Portunidae,Charybdis,Charybdis miles
SeaLifeBase,Chelonia mydas,Chelonia mydas,2442225,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Cheloniidae,Chelonia,Chelonia mydas
SeaLifeBase,Chionoecetes opilio,Chionoecetes opilio,2226639,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Oregoniidae,Chionoecetes,Chionoecetes opilio
SeaLifeBase,Chlidonias albostriatus,Chlidonias albostriatus,2481123,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Chlidonias,Chlidonias albostriatus
SeaLifeBase,Chlidonias hybrida,Chlidonias hybrida,2481121,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Chlidonias,Chlidonias hybrida
SeaLifeBase,Chlidonias leucopterus,Chlidonias leucopterus,2481120,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Chlidonias,Chlidonias leucopterus
SeaLifeBase,Chlidonias niger,Chlidonias niger,2481119,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Chlidonias,Chlidonias niger
SeaLifeBase,Cistopus indicus,Cistopus indicus,9583069,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Cistopus,Cistopus indicus
SeaLifeBase,Clangula hyemalis,Clangula hyemalis,2498273,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Clangula,Clangula hyemalis
SeaLifeBase,Cliona patera,Cliona patera,5183689,SPECIES,ACCEPTED,EXACT,Porifera,Demospongiae,Clionaidae,Cliona,Cliona patera
SeaLifeBase,Creagrus furcatus,Creagrus furcatus,2481225,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Creagrus,Creagrus furcatus
SeaLifeBase,Cystophora cristata,Cystophora cristata,5219378,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phocidae,Cystophora,Cystophora cristata
SeaLifeBase,Daption capense,Daption capense,2481545,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Daption,Daption capense
SeaLifeBase,Delphinapterus leucas,Delphinapterus leucas,5220003,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Monodontidae,Delphinapterus,Delphinapterus leucas
SeaLifeBase,Delphinus delphis,Delphinus delphis,8324617,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Delphinus,Delphinus delphis
SeaLifeBase,Dermochelys coriacea,Dermochelys coriacea,9789983,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Dermochelyidae,Dermochelys,Dermochelys coriacea
SeaLifeBase,Diadema mexicanum,Diadema mexicanum,5842775,SPECIES,ACCEPTED,EXACT,Echinodermata,Echinoidea,Diadematidae,Diadema,Diadema mexicanum
SeaLifeBase,Diomedea amsterdamensis,Diomedea amsterdamensis,5229304,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea amsterdamensis
SeaLifeBase,Diomedea antipodensis,Diomedea antipodensis,5722870,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea antipodensis
SeaLifeBase,Diomedea dabbenena,Diomedea dabbenena,5722866,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea dabbenena
SeaLifeBase,Diomedea epomophora,Diomedea epomophora,5229299,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea epomophora
SeaLifeBase,Diomedea exulans,Diomedea exulans,5229302,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea exulans
SeaLifeBase,Diomedea gibsoni,Diomedea gibsoni,5722865,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea gibsoni
SeaLifeBase,Diomedea sanfordi,Diomedea sanfordi,5722868,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Diomedeidae,Diomedea,Diomedea sanfordi
SeaLifeBase,Dolabella auricularia,Dolabella auricularia,4359297,SPECIES,ACCEPTED,EXACT,Mollusca,Gastropoda,Aplysiidae,Dolabella,Dolabella auricularia
SeaLifeBase,Doryteuthis opalescens,Doryteuthis opalescens,5855962,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Loliginidae,Doryteuthis,Doryteuthis opalescens
SeaLifeBase,Dosidicus gigas,Dosidicus gigas,9205532,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Ommastrephidae,Dosidicus,Dosidicus gigas
SeaLifeBase,Dugong dugon,Dugong dugon,9729967,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Dugongidae,Dugong,Dugong dugon
SeaLifeBase,Eledone cirrhosa,Eledone cirrhosa,2289348,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Eledonidae,Eledone,Eledone cirrhosa
SeaLifeBase,Eledone moschata,Eledone moschata,2289359,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Eledonidae,Eledone,Eledone moschata
SeaLifeBase,Emydocephalus ijimae,Emydocephalus ijimae,2449682,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Elapidae,Emydocephalus,Emydocephalus ijimae
SeaLifeBase,Enhydra lutris,Enhydra lutris,2433670,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Mustelidae,Enhydra,Enhydra lutris
SeaLifeBase,Enteroctopus dofleini,Enteroctopus dofleini,2289485,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Enteroctopodidae,Enteroctopus,Enteroctopus dofleini
SeaLifeBase,Eretmochelys imbricata,Eretmochelys imbricata,8841716,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Cheloniidae,Eretmochelys,Eretmochelys imbricata
SeaLifeBase,Eschrichtius robustus,Eschrichtius robustus,2440704,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Eschrichtiidae,Eschrichtius,Eschrichtius robustus
SeaLifeBase,Eubalaena australis,Eubalaena australis,2440332,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Balaenidae,Eubalaena,Eubalaena australis
SeaLifeBase,Eubalaena glacialis,Eubalaena glacialis,2440339,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Balaenidae,Eubalaena,Eubalaena glacialis
SeaLifeBase,Eucleoteuthis luminosa,Eucleoteuthis luminosa,2290539,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Ommastrephidae,Eucleoteuthis,Eucleoteuthis luminosa
SeaLifeBase,Eudyptes chrysocome,Eudyptes chrysocome,2481635,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes chrysocome
SeaLifeBase,Eudyptes chrysolophus,Eudyptes chrysolophus,2481643,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes chrysolophus
SeaLifeBase,Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,2481634,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes pachyrhynchus
SeaLifeBase,Eudyptes robustus,Eudyptes robustus,2481644,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes robustus
SeaLifeBase,Eudyptes schlegeli,Eudyptes schlegeli,2481641,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes schlegeli
SeaLifeBase,Eudyptes sclateri,Eudyptes sclateri,2481642,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes sclateri
SeaLifeBase,Eudyptula minor,Eudyptula minor,2481646,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Spheniscidae,Eudyptula,Eudyptula minor
SeaLifeBase,Eumetopias jubatus,Eumetopias jubatus,2433462,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Otariidae,Eumetopias,Eumetopias jubatus
SeaLifeBase,Eurypodius latreillii,Eurypodius latreillii,4375285,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Inachidae,Eurypodius,Eurypodius latreillii
SeaLifeBase,Eurythoe complanata,Eurythoe complanata,2317572,SPECIES,ACCEPTED,EXACT,Annelida,Polychaeta,Amphinomidae,Eurythoe,Eurythoe complanata
SeaLifeBase,Feresa attenuata,Feresa attenuata,2440530,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Feresa,Feresa attenuata
SeaLifeBase,Fratercula arctica,Fratercula arctica,2481353,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Fratercula,Fratercula arctica
SeaLifeBase,Fratercula cirrhata,Fratercula cirrhata,2481357,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Fratercula,Fratercula cirrhata
SeaLifeBase,Fratercula corniculata,Fratercula corniculata,2481359,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcidae,Fratercula,Fratercula corniculata
SeaLifeBase,Fregata andrewsi,Fregata andrewsi,2480185,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fregatidae,Fregata,Fregata andrewsi
SeaLifeBase,Fregata aquila,Fregata aquila,2480188,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fregatidae,Fregata,Fregata aquila
SeaLifeBase,Fregata ariel,Fregata ariel,2480186,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fregatidae,Fregata,Fregata ariel
SeaLifeBase,Fregata magnificens,Fregata magnificens,2480189,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fregatidae,Fregata,Fregata magnificens
SeaLifeBase,Fregata minor,Fregata minor,2480187,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fregatidae,Fregata,Fregata minor
SeaLifeBase,Fregetta grallaria,Fregetta grallaria,2481982,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Hydrobatidae,Fregetta,Fregetta grallaria
SeaLifeBase,Fregetta tropica,Fregetta tropica,2481979,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Hydrobatidae,Fregetta,Fregetta tropica
SeaLifeBase,Fulmarus glacialis,Fulmarus glacialis,2481433,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Fulmarus,Fulmarus glacialis
SeaLifeBase,Fulmarus glacialoides,Fulmarus glacialoides,2481432,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Fulmarus,Fulmarus glacialoides
SeaLifeBase,Garrodia nereis,Garrodia nereis,2481988,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Hydrobatidae,Garrodia,Garrodia nereis
SeaLifeBase,Galeoctopus lateralis,Galeoctopus lateralis,4621812,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Galeoctopus,Galeoctopus lateralis
SeaLifeBase,Gelochelidon nilotica,Gelochelidon nilotica,2481263,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Gelochelidon,Gelochelidon nilotica
SeaLifeBase,Globicephala macrorhynchus,Globicephala macrorhynchus,2440605,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Globicephala,Globicephala macrorhynchus
SeaLifeBase,Globicephala melas,Globicephala melas,2440596,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Globicephala,Globicephala melas
SeaLifeBase,Grampus griseus,Grampus griseus,5220027,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Grampus,Grampus griseus
SeaLifeBase,Graneledone gonzalezi,Graneledone gonzalezi,4357145,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Megaleledonidae,Graneledone,Graneledone gonzalezi
SeaLifeBase,Gygis alba,Gygis alba,2481213,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Gygis,Gygis alba
SeaLifeBase,Halichoerus grypus,Halichoerus grypus,2434806,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phocidae,Halichoerus,Halichoerus grypus
SeaLifeBase,Halobaena caerulea,Halobaena caerulea,2481597,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Halobaena,Halobaena caerulea
SeaLifeBase,Hexaplex trunculus,Hexaplex trunculus,4366460,SPECIES,ACCEPTED,EXACT,Mollusca,Gastropoda,Muricidae,Hexaplex,Hexaplex trunculus
SeaLifeBase,Holothuria lessoni,Holothuria lessoni,5967390,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria lessoni
SeaLifeBase,Holothuria leucospilota,Holothuria leucospilota,4343052,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria leucospilota
SeaLifeBase,Histrionicus histrionicus,Histrionicus histrionicus,2498224,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Histrionicus,Histrionicus histrionicus
SeaLifeBase,Histriophoca fasciata,Histriophoca fasciata,2434810,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phocidae,Histriophoca,Histriophoca fasciata
SeaLifeBase,Holothuria arenicola,Holothuria arenicola,2279159,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria arenicola
SeaLifeBase,Holothuria atra,Holothuria atra,2279167,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria atra
SeaLifeBase,Holothuria coluber,Holothuria coluber,4342907,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria coluber
SeaLifeBase,Holothuria edulis,Holothuria edulis,4343017,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria edulis
SeaLifeBase,Holothuria fuscogilva,Holothuria fuscogilva,4342926,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria fuscogilva
SeaLifeBase,Holothuria fuscopunctata,Holothuria fuscopunctata,4342927,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria fuscopunctata
SeaLifeBase,Holothuria nobilis,Holothuria nobilis,2279194,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria nobilis
SeaLifeBase,Holothuria notabilis,Holothuria notabilis,4342950,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria notabilis
SeaLifeBase,Holothuria scabra,Holothuria scabra,2279170,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria scabra
SeaLifeBase,Holothuria tubulosa,Holothuria tubulosa,2279156,SPECIES,ACCEPTED,EXACT,Echinodermata,Holothuroidea,Holothuriidae,Holothuria,Holothuria tubulosa
SeaLifeBase,Holthuispenaeopsis atlantica,Holthuispenaeopsis atlantica,6454323,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Penaeidae,Holthuispenaeopsis,Holthuispenaeopsis atlantica
SeaLifeBase,Homarus americanus,Homarus americanus,5972004,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Nephropidae,Homarus,Homarus americanus
SeaLifeBase,Homarus gammarus,Homarus gammarus,5972003,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Nephropidae,Homarus,Homarus gammarus
SeaLifeBase,Hydrobates pelagicus,Hydrobates pelagicus,4408455,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Hydrobatidae,Hydrobates,Hydrobates pelagicus
SeaLifeBase,Hydrocoloeus minutus,Hydrocoloeus minutus,6065841,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Hydrocoloeus,Hydrocoloeus minutus
SeaLifeBase,Hydrophis elegans,Hydrophis elegans,5960332,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Elapidae,Hydrophis,Hydrophis elegans
SeaLifeBase,Hydroprogne caspia,Hydroprogne caspia,2481236,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Hydroprogne,Hydroprogne caspia
SeaLifeBase,Hydrurga leptonyx,Hydrurga leptonyx,2434790,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phocidae,Hydrurga,Hydrurga leptonyx
SeaLifeBase,Idiosepius pygmaeus,Idiosepius pygmaeus,2289191,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Idiosepiidae,Idiosepius,Idiosepius pygmaeus
SeaLifeBase,Inia geoffrensis,Inia geoffrensis,2440314,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Iniidae,Inia,Inia geoffrensis
SeaLifeBase,Kogia breviceps,Kogia breviceps,2440694,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Kogiidae,Kogia,Kogia breviceps
SeaLifeBase,Kogia sima,Kogia sima,2440691,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Kogiidae,Kogia,Kogia sima
SeaLifeBase,Lagenodelphis hosei,Lagenodelphis hosei,2440493,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lagenodelphis,Lagenodelphis hosei
SeaLifeBase,Lagenorhynchus acutus,Lagenorhynchus acutus,5220073,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Lagenorhynchus acutus
SeaLifeBase,Lagenorhynchus australis,Lagenorhynchus australis,5220072,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Lagenorhynchus australis
SeaLifeBase,Lagenorhynchus obliquidens,Lagenorhynchus obliquidens,5220069,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Lagenorhynchus obliquidens
SeaLifeBase,Lagenorhynchus obscurus,Lagenorhynchus obscurus,5220077,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Lagenorhynchus obscurus
SeaLifeBase,Larosterna inca,Larosterna inca,2481125,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larosterna,Larosterna inca
SeaLifeBase,Larus argentatus,Larus argentatus,2481139,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus argentatus
SeaLifeBase,Larus armenicus,Larus armenicus,2481171,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus armenicus
SeaLifeBase,Larus atlanticus,Larus atlanticus,2481162,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus atlanticus
SeaLifeBase,Larus belcheri,Larus belcheri,2481179,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus belcheri
SeaLifeBase,Larus bulleri,Larus bulleri,9196873,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus bulleri
SeaLifeBase,Larus cachinnans,Larus cachinnans,2481181,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus cachinnans
SeaLifeBase,Larus californicus,Larus californicus,2481146,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus californicus
SeaLifeBase,Larus canus,Larus canus,7982160,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus canus
SeaLifeBase,Larus crassirostris,Larus crassirostris,2481197,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus crassirostris
SeaLifeBase,Larus delawarensis,Larus delawarensis,2481134,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus delawarensis
SeaLifeBase,Larus dominicanus,Larus dominicanus,2481173,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus dominicanus
SeaLifeBase,Larus fuscus,Larus fuscus,2481174,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus fuscus
SeaLifeBase,Larus glaucescens,Larus glaucescens,2481196,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus glaucescens
SeaLifeBase,Larus glaucoides,Larus glaucoides,2481156,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus glaucoides
SeaLifeBase,Larus glaucoides thayeri,Larus glaucoides thayeri,9509445,SUBSPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus glaucoides
SeaLifeBase,Larus heermanni,Larus heermanni,2481130,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus heermanni
SeaLifeBase,Larus hyperboreus,Larus hyperboreus,2481127,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus hyperboreus
SeaLifeBase,Larus livens,Larus livens,2481154,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus livens
SeaLifeBase,Larus marinus,Larus marinus,2481172,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus marinus
SeaLifeBase,Larus occidentalis,Larus occidentalis,9656686,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus occidentalis
SeaLifeBase,Larus pacificus,Larus pacificus,2481147,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus pacificus
SeaLifeBase,Larus schistisagus,Larus schistisagus,2481163,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Larus,Larus schistisagus
SeaLifeBase,Lepidochelys olivacea,Lepidochelys olivacea,2442153,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea
SeaLifeBase,Leptonychotes weddellii,Leptonychotes weddellii,2434784,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phocidae,Leptonychotes,Leptonychotes weddellii
SeaLifeBase,Leucophaeus scoresbii,Leucophaeus scoresbii,4352370,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Leucophaeus,Leucophaeus scoresbii
SeaLifeBase,Limulus polyphemus,Limulus polyphemus,1010610,SPECIES,ACCEPTED,EXACT,Arthropoda,Merostomata,Limulidae,Limulus,Limulus polyphemus
SeaLifeBase,Lipotes vexillifer,Lipotes vexillifer,2440328,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Lipotidae,Lipotes,Lipotes vexillifer
SeaLifeBase,Lissodelphis borealis,Lissodelphis borealis,2440467,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lissodelphis,Lissodelphis borealis
SeaLifeBase,Lissodelphis peronii,Lissodelphis peronii,2440464,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Lissodelphis,Lissodelphis peronii
SeaLifeBase,Lithodes santolla,Lithodes santolla,4311494,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Lithodidae,Lithodes,Lithodes santolla
SeaLifeBase,Lobodon carcinophaga,Lobodon carcinophaga,2434762,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Phocidae,Lobodon,Lobodon carcinophaga
SeaLifeBase,Loligo vulgaris,Loligo vulgaris,2290374,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Loliginidae,Loligo,Loligo vulgaris
SeaLifeBase,Lutra lutra,Lutra lutra,2433753,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Mustelidae,Lutra,Lutra lutra
SeaLifeBase,Macrocheira kaempferi,Macrocheira kaempferi,5729749,SPECIES,ACCEPTED,EXACT,Arthropoda,Malacostraca,Macrocheiridae,Macrocheira,Macrocheira kaempferi
SeaLifeBase,Macronectes giganteus,Macronectes giganteus,2481515,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Macronectes,Macronectes giganteus
SeaLifeBase,Macronectes halli,Macronectes halli,2481516,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Procellariidae,Macronectes,Macronectes halli
SeaLifeBase,Macrotritopus defilippi,Macrotritopus defilippi,6521651,SPECIES,ACCEPTED,EXACT,Mollusca,Cephalopoda,Octopodidae,Macrotritopus,Macrotritopus defilippi
